PROPERTY_ID,ADDRESS,PROPERTY_TYPE,LOT_SIZE,LATITUDE,LONGITUDE,TOTAL_VALUE,LAND_VALUE,BUILDING_VALUE,GROSS_AREA,YEAR_BUILT,BUILDING_AGE,NEIGHBORHOOD,USE_CODE,TAX_STATUS,CONDO_FLAG,CORRIDOR_SEGMENT,SIZE_CATEGORY,DISTANCE_TO_RED_LINE,TRANSIT_ACCESSIBILITY,GENERAL_USE_CATEGORY,NEIGHBORHOOD_DENSITY,GEOCODING_CORRECTED,GEOCODING_METHOD,GEOCODING_CONFIDENCE,ORIGINAL_LAT,ORIGINAL_LON,GEOCODING_NOTE
210-83,102 Avon Hill St,SNGL-FAM-RES,2801.0,42.38616685230679,-71.12498504529596,,,,,,,9.0,101,,False,Porter Square Area,Small,709.0781808435278,0.5062991673610194,Residential,591,False,original,1.0,42.38616685230679,-71.12498504529596,Original coordinates
146-53,22 Francis Ave,SNGL-FAM-RES,7579.0,42.37869236222658,-71.11167916158968,,,,,,,8.0,101,,False,Porter Square Area,Large,989.8737539369814,0.31079321049648434,Residential,615,False,original,1.0,42.37869236222658,-71.11167916158968,Original coordinates
86-6,216 Norfolk St,SNGL-FAM-RES,3721.0,42.369353888246266,-71.09825322079342,,,,,,,4.0,101,,False,Harvard Square Area,Medium,753.8959539176827,0.47509446739773314,Residential,695,False,original,1.0,42.369353888246266,-71.09825322079342,Original coordinates
123-67,67 Kinnaird St,THREE-FM-RES,3301.0,42.36673316361564,-71.11052501523342,,,,,,,7.0,105,,False,Central Square Area,Medium,843.8161481523088,0.4124868791739882,Residential,839,False,original,1.0,42.36673316361564,-71.11052501523342,Original coordinates
93-44,117 Auburn St,THREE-FM-RES,5138.0,42.36288555558507,-71.10336918350093,,,,,,,5.0,105,,False,Central Square Area,Medium,202.27695381106855,0.8591632020020679,Residential,761,False,original,1.0,42.36288555558507,-71.10336918350093,Original coordinates
93-23,81 Brookline St,RES-UDV-LAND,1584.0,42.36199622547749,-71.10347225263995,,,,,,,5.0,132,,False,Central Square Area,Small,301.636616401901,0.7899833153872139,Other,761,False,original,1.0,42.36199622547749,-71.10347225263995,Original coordinates
141-37,7 Line St,TWO-FAM-RES,2408.0,42.377706968919,-71.10703600645543,,,,,,,6.0,104,,False,Porter Square Area,Small,1404.0703025290143,0.022405855701818658,Residential,1335,False,original,1.0,42.377706968919,-71.10703600645543,Original coordinates
174-93,20 Avon St,SNGL-FAM-RES,6210.0,42.38221590908353,-71.12234573197875,,,,,,,9.0,101,,False,Porter Square Area,Large,780.4563287491861,0.456601613543568,Residential,591,False,original,1.0,42.38221590908353,-71.12234573197875,Original coordinates
124-88,19 Pleasant St,>8-UNIT-APT,9060.0,42.3653422100544,-71.10701440302927,,,,,,,7.0,112,,True,Central Square Area,Large,429.35776007854537,0.7010565416092505,Multi-Family,839,False,original,1.0,42.3653422100544,-71.10701440302927,Original coordinates
108-87,48 Inman St,4-8-UNIT-APT,8203.0,42.369383356459416,-71.1031284333284,,,,,,,6.0,111,,True,Harvard Square Area,Large,519.9132590802735,0.6380066178279163,Multi-Family,1335,False,original,1.0,42.369383356459416,-71.1031284333284,Original coordinates
173-83,8 Chauncy Ln,SNGL-FAM-RES,1236.0,42.37988708372445,-71.12226579973361,,,,,,,9.0,101,,False,Porter Square Area,Small,786.400881903821,0.4524626752411391,Residential,591,False,original,1.0,42.37988708372445,-71.12226579973361,Original coordinates
87-103,205-207 Norfolk St,4-8-UNIT-APT,11318.0,42.369258573860634,-71.09883090607435,,,,,,,4.0,111,,False,Harvard Square Area,Large,700.8802057590556,0.5120070670461329,Multi-Family,695,False,original,1.0,42.369258573860634,-71.09883090607435,Original coordinates
103-112,189 Pearl St,TWO-FAM-RES,5000.0,42.36028064001597,-71.1076233296624,,,,,,,5.0,104,,True,Central Square Area,Medium,694.0526351704082,0.5167608126493423,Residential,761,False,original,1.0,42.36028064001597,-71.1076233296624,Original coordinates
143-4,38 Kirkland St,Private College,19000.0,42.37677393007131,-71.11251441160128,,,,,,,6.0,942,Educ NonTax,False,Porter Square Area,Large,801.4837146583016,0.4419611434064079,Educational,1335,False,original,1.0,42.37677393007131,-71.11251441160128,Original coordinates
154-113,2B Forest St,SNGL-FAM-RES,4416.0,42.385170762481515,-71.11863705683945,,,,,,,8.0,101,,False,Porter Square Area,Medium,360.70222736466087,0.7488584548281783,Residential,615,False,original,1.0,42.385170762481515,-71.11863705683945,Original coordinates
129-54,45 Blackstone St,>8-UNIT-APT,43988.0,42.363989457665255,-71.11420745544086,,,,,,,7.0,112,,True,Central Square Area,Large,1192.054252616526,0.1700235700843195,Multi-Family,839,False,original,1.0,42.363989457665255,-71.11420745544086,Original coordinates
121-41,579-585 Franklin St,THREE-FM-RES,3924.0,42.368460825701526,-71.11238711536237,,,,,,,7.0,105,,True,Harvard Square Area,Medium,929.6298422432753,0.35273847149609644,Residential,839,False,original,1.0,42.368460825701526,-71.11238711536237,Original coordinates
87-119,4 Tremont St,TWO-FAM-RES,2590.0,42.36913098077362,-71.09954543191881,,,,,,,4.0,104,,True,Harvard Square Area,Small,637.5446007030563,0.5561049420006868,Residential,695,False,original,1.0,42.36913098077362,-71.09954543191881,Original coordinates
77-11,3 Union St,TWO-FAM-RES,3350.0,42.3686706144572,-71.09612182355889,,,,,,,4.0,104,,True,Harvard Square Area,Medium,900.8548343877568,0.3727732796755877,Residential,695,False,original,1.0,42.3686706144572,-71.09612182355889,Original coordinates
113-71,28 Maple Ave,THREE-FM-RES,4503.0,42.372759743231775,-71.10402333725227,,,,,,,6.0,105,,True,Harvard Square Area,Medium,899.2873456935883,0.3738646550617864,Residential,1335,False,original,1.0,42.372759743231775,-71.10402333725227,Original coordinates
89-97,18 Worcester St,SNGL-FAM-RES,1799.0,42.36654655096599,-71.09931753196325,,,,,,,4.0,101,,False,Central Square Area,Small,477.21362549041095,0.667736547793631,Residential,695,False,original,1.0,42.36654655096599,-71.09931753196325,Original coordinates
86-20,133 Elm St,TWO-FAM-RES,2990.0,42.37018835344277,-71.09733471995409,,,,,,,4.0,104,,True,Harvard Square Area,Small,891.6246164277039,0.3791998859588277,Residential,695,False,original,1.0,42.37018835344277,-71.09733471995409,Original coordinates
161-73,25 Dewolfe St,Private College,55669.0,42.36953124326405,-71.11748725915986,,,,,,,7.0,942,Educ NonTax,False,Harvard Square Area,Large,481.83674732020614,0.6645176656471714,Educational,839,False,original,1.0,42.36953124326405,-71.11748725915986,Original coordinates
140-67,35 Hovey Ave,>8-UNIT-APT,9120.0,42.37584195965139,-71.1077883588814,,,,,,,6.0,112,,False,Porter Square Area,Large,1269.1299431415057,0.11635906084340703,Multi-Family,1335,False,original,1.0,42.37584195965139,-71.1077883588814,Original coordinates
200-10,6 Cypress St,SNGL-FAM-RES,2484.0,42.38990858029852,-71.12383732493498,,,,,,,11.0,101,,False,Porter Square Area,Small,562.4483698129242,0.6083912380962773,Residential,234,False,original,1.0,42.38990858029852,-71.12383732493498,Original coordinates
154-81,12 Prentiss St,SNGL-FAM-RES,3521.0,42.3842779557694,-71.11849748253205,,,,,,,8.0,101,,False,Porter Square Area,Medium,460.93439911768604,0.6790710773731081,Residential,615,False,original,1.0,42.3842779557694,-71.11849748253205,Original coordinates
174-91,15 Bowdoin St,TWO-FAM-RES,2750.0,42.38261799168741,-71.12090895365141,,,,,,,9.0,104,,False,Porter Square Area,Small,675.8772059324727,0.5294155872436824,Residential,591,False,original,1.0,42.38261799168741,-71.12090895365141,Original coordinates
119-20,50 Hancock St,SNGL-FAM-RES,2396.0,42.367907079065446,-71.10910550163672,,,,,,,7.0,101,,False,Harvard Square Area,Small,745.9357389840708,0.48063682485122905,Residential,839,False,original,1.0,42.367907079065446,-71.10910550163672,Original coordinates
110-21,192 Hampshire St,RETAIL-OFFIC,2067.0,42.37280367737028,-71.09996500863065,,,,,,,6.0,345,,False,Harvard Square Area,Small,968.5330813547515,0.3256518087548444,Commercial,1335,False,original,1.0,42.37280367737028,-71.09996500863065,Original coordinates
131-41,69 Putnam Ave,SNGL-FAM-RES,3106.0,42.36795449453019,-71.11372010297951,,,,,,,7.0,101,,False,Harvard Square Area,Medium,858.0023181684595,0.4026096552822587,Residential,839,False,original,1.0,42.36795449453019,-71.11372010297951,Original coordinates
115-11,384 Broadway,SNGL-FAM-RES,6000.0,42.37109833457918,-71.10594376376027,,,,,,,6.0,101,,False,Harvard Square Area,Large,772.7619183314906,0.46195890267262185,Residential,1335,False,original,1.0,42.37109833457918,-71.10594376376027,Original coordinates
120-26,536 Green St,4-8-UNIT-APT,3559.0,42.36777573792475,-71.10972188680921,,,,,,,7.0,111,,False,Harvard Square Area,Medium,800.3952186296376,0.44271901667087127,Multi-Family,839,False,original,1.0,42.36777573792475,-71.10972188680921,Original coordinates
89-53,220 Harvard St,TWO-FAM-RES,4000.0,42.36722264709952,-71.09917353375229,,,,,,,4.0,104,,True,Harvard Square Area,Medium,527.4098021434393,0.6327870952813388,Residential,695,False,original,1.0,42.36722264709952,-71.09917353375229,Original coordinates
110-43,84 Amory St,SNGL-FAM-RES,4851.0,42.371312165909245,-71.10052312507015,,,,,,,6.0,101,,False,Harvard Square Area,Medium,791.8151945896908,0.44869292071561995,Residential,1335,False,original,1.0,42.371312165909245,-71.10052312507015,Original coordinates
114-47,58 Antrim St,SNGL-FAM-RES,3250.0,42.37156160639985,-71.10253070773773,,,,,,,6.0,101,,False,Harvard Square Area,Medium,765.2529869699772,0.4671870506618859,Residential,1335,False,original,1.0,42.37156160639985,-71.10253070773773,Original coordinates
173-13,12 Rutland St,SNGL-FAM-RES,3500.0,42.38118403020816,-71.12124575877816,,,,,,,9.0,101,,False,Porter Square Area,Medium,838.8666835543487,0.4159329798426383,Residential,591,False,original,1.0,42.38118403020816,-71.12124575877816,Original coordinates
116-106,11-1 Dana St,SNGL-FAM-RES,2517.0,42.37039250216349,-71.110008791261,,,,,,,6.0,101,,False,Harvard Square Area,Small,985.1162094933067,0.3141056853640159,Residential,1335,False,original,1.0,42.37039250216349,-71.110008791261,Original coordinates
109-71,48 Amory St,SNGL-FAM-RES,3254.0,42.37054999423636,-71.10095500917387,,,,,,,6.0,101,,False,Harvard Square Area,Medium,695.5229918234286,0.5157370661521522,Residential,1335,False,original,1.0,42.37054999423636,-71.10095500917387,Original coordinates
141-22,36 Magnolia Ave,TWO-FAM-RES,2120.0,42.37684053610951,-71.10673738808711,,,,,,,6.0,104,,False,Porter Square Area,Small,1403.6376020454045,0.02270712655574242,Residential,1335,False,original,1.0,42.37684053610951,-71.10673738808711,Original coordinates
115-103,378 Broadway,TWO-FAM-RES,8146.0,42.37080742361156,-71.10557975371276,,,,,,,6.0,104,,True,Harvard Square Area,Large,727.569657829081,0.49342434222730586,Residential,1335,False,original,1.0,42.37080742361156,-71.10557975371276,Original coordinates
114A-58,110 Antrim St,SNGL-FAM-RES,3590.0,42.3726641308643,-71.10173780876664,,,,,,,6.0,101,,False,Harvard Square Area,Medium,898.7942432302176,0.37420798123274945,Residential,1335,False,original,1.0,42.3726641308643,-71.10173780876664,Original coordinates
109-69,50 Amory St,TWO-FAM-RES,3395.0,42.37063991755328,-71.10108329215772,,,,,,,6.0,104,,True,Harvard Square Area,Medium,699.9434390473716,0.5126592976718118,Residential,1335,False,original,1.0,42.37063991755328,-71.10108329215772,Original coordinates
101-39,13-15 Kenwood St,TWO-FAM-RES,3656.0,42.36018022184707,-71.11155878615143,,,,,,,5.0,104,,True,Central Square Area,Medium,1054.778634396123,0.26560271614663394,Residential,761,False,original,1.0,42.36018022184707,-71.11155878615143,Original coordinates
103-4,22 Corporal Mcternan St,THREE-FM-RES,4938.0,42.36101847172072,-71.10829189859437,,,,,,,5.0,105,,True,Central Square Area,Medium,697.4571015088924,0.5143904282384137,Residential,761,False,original,1.0,42.36101847172072,-71.10829189859437,Original coordinates
90-125,571 Massachusetts Ave,EATING-ESTBL,1882.0,42.36494794385452,-71.10232447131749,,,,,,,4.0,326,,False,Central Square Area,Small,101.00552506987319,0.9296741696820906,Other,695,False,original,1.0,42.36494794385452,-71.10232447131749,Original coordinates
173-35,17 Langdon St,COM-DEV-LAND,4474.0,42.38075685378677,-71.12077652207452,,,,,,,9.0,390,,False,Porter Square Area,Medium,818.519349827525,0.43009995870943374,Other,591,False,original,1.0,42.38075685378677,-71.12077652207452,Original coordinates
112-78,399 Broadway,>8-UNIT-APT,17775.0,42.37213399826086,-71.10751199263485,,,,,,,6.0,112,,False,Harvard Square Area,Large,953.9390025134819,0.3358130421282398,Multi-Family,1335,False,original,1.0,42.37213399826086,-71.10751199263485,Original coordinates
169-96,2 Garden St,Religious,2680.0,42.375506818580945,-71.12096137213587,,,,,,,10.0,960,Religious NonTax,False,Porter Square Area,Small,303.6400436230565,0.7885884146358758,Other,173,False,original,1.0,42.375506818580945,-71.12096137213587,Original coordinates
120-105,45B Hancock St,SNGL-FAM-RES,1593.0,42.36800120970889,-71.1095322382461,,,,,,,7.0,101,,False,Harvard Square Area,Small,792.6614591084546,0.448103702898976,Residential,839,False,original,1.0,42.36800120970889,-71.1095322382461,Original coordinates
147-26,65 Francis Ave,SNGL-FAM-RES,10625.0,42.38141333377239,-71.11171796368869,,,,,,,8.0,101,,False,Porter Square Area,Large,1120.1740194455354,0.22007070441383159,Residential,615,False,original,1.0,42.38141333377239,-71.11171796368869,Original coordinates
132-51,21-23 Putnam Ave,TWO-FAM-RES,4880.0,42.36940116989683,-71.11370046426289,,,,,,,7.0,104,,True,Harvard Square Area,Medium,750.5049203489926,0.47745549914514557,Residential,839,False,original,1.0,42.36940116989683,-71.11370046426289,Original coordinates
175-2,28 Linnaean St,SNGL-FAM-RES,4959.0,42.38382431655641,-71.1223235989229,,,,,,,9.0,101,,False,Porter Square Area,Medium,627.7458633177356,0.5629273840622782,Residential,591,False,original,1.0,42.38382431655641,-71.1223235989229,Original coordinates
127-141,26 Andrew St,SNGL-FAM-RES,1542.0,42.36142856789381,-71.11185621198268,,,,,,,5.0,101,,False,Central Square Area,Small,1027.168558173874,0.2848264322168904,Residential,761,False,original,1.0,42.36142856789381,-71.11185621198268,Original coordinates
90-158,33.5 Essex St,THREE-FM-RES,3389.0,42.366863840078985,-71.10193330769654,,,,,,,4.0,105,,False,Central Square Area,Medium,278.3138413938559,0.8062219668532986,Residential,695,False,original,1.0,42.366863840078985,-71.10193330769654,Original coordinates
94-50,34 Lopez St,Parklands,5400.0,42.36149651562536,-71.10514842415657,,,,,,,5.0,920,City NonTax,False,Central Square Area,Large,416.19329485763853,0.7102223961178139,Other,761,False,original,1.0,42.36149651562536,-71.10514842415657,Original coordinates
122-136,89 Kinnaird St,THREE-FM-RES,3251.0,42.367112785871576,-71.11159568602234,,,,,,,7.0,105,,False,Harvard Square Area,Medium,969.6412573092285,0.32488023319912085,Residential,839,False,original,1.0,42.367112785871576,-71.11159568602234,Original coordinates
101-128,1 Stinson Ct,THREE-FM-RES,2040.0,42.360343811422744,-71.11192779880358,,,,,,,5.0,105,,True,Central Square Area,Small,1082.7528035738808,0.24612549771211212,Residential,761,False,original,1.0,42.360343811422744,-71.11192779880358,Original coordinates
107-59,28 Inman St,4-8-UNIT-APT,7680.0,42.368077552325595,-71.10387796210692,,,,,,,6.0,111,,True,Harvard Square Area,Large,382.3864184365894,0.7337606793267825,Multi-Family,1335,False,original,1.0,42.368077552325595,-71.10387796210692,Original coordinates
110-86,17 St Mary Rd,TWO-FAM-RES,4574.0,42.37126171826851,-71.10120484973206,,,,,,,6.0,104,,True,Harvard Square Area,Medium,761.2752841693791,0.4699565551223243,Residential,1335,False,original,1.0,42.37126171826851,-71.10120484973206,Original coordinates
79-19,297 Columbia St,SNGL-FAM-RES,1571.0,42.3704554162536,-71.09610513662119,,,,,,,3.0,101,,False,Harvard Square Area,Small,1014.0680954127248,0.2939477245480708,Residential,328,False,original,1.0,42.3704554162536,-71.09610513662119,Original coordinates
121-104,598 Franklin St,TWO-FAM-RES,2721.0,42.368197324461306,-71.1128650318557,,,,,,,7.0,104,,False,Harvard Square Area,Small,907.3986047526362,0.3682171320390944,Residential,839,False,original,1.0,42.368197324461306,-71.1128650318557,Original coordinates
201-95,16 Cambridge Ter,THREE-FM-RES,3480.0,42.38798726631709,-71.12286387717384,,,,,,,9.0,105,,True,Porter Square Area,Medium,431.33028815147867,0.6996831546142475,Residential,591,False,original,1.0,42.38798726631709,-71.12286387717384,Original coordinates
149-139,46 Gorham St,SNGL-FAM-RES,882.0,42.38160957070732,-71.11480288578775,,,,,,,8.0,101,,False,Porter Square Area,Small,886.0949843173621,0.38304993247106894,Residential,615,False,original,1.0,42.38160957070732,-71.11480288578775,Original coordinates
151-20,31 Harris St,RES-UDV-LAND,395.0,42.3837100204164,-71.11397127717282,,,,,,,8.0,132,,False,Porter Square Area,Small,763.2730133658687,0.46856562166203813,Other,615,False,original,1.0,42.3837100204164,-71.11397127717282,Original coordinates
141-85,45 Roberts Rd,THREE-FM-RES,2817.0,42.37733208643857,-71.108383106199,,,,,,,6.0,105,,False,Porter Square Area,Small,1249.1663195573076,0.13025887873695002,Residential,1335,False,original,1.0,42.37733208643857,-71.108383106199,Original coordinates
139-2,74 Ellery St,THREE-FM-RES,4875.0,42.373057239874704,-71.10927014151095,,,,,,,6.0,105,,False,Harvard Square Area,Medium,1081.693347076035,0.24686315199236228,Residential,1335,False,original,1.0,42.373057239874704,-71.10927014151095,Original coordinates
109-60,58 Amory St,TWO-FAM-RES,3745.0,42.3707375093167,-71.10099264751851,,,,,,,6.0,104,,False,Harvard Square Area,Medium,713.5489221051768,0.503186381291698,Residential,1335,False,original,1.0,42.3707375093167,-71.10099264751851,Original coordinates
110-101,108.5 Inman St,THREE-FM-RES,4080.0,42.37227180240331,-71.10102770711241,,,,,,,6.0,105,,True,Harvard Square Area,Medium,874.3746123414777,0.39121032657098215,Residential,1335,False,original,1.0,42.37227180240331,-71.10102770711241,Original coordinates
177-21,9 Walnut Ave,SINGLE FAM W/AU,12423.0,42.38734673306593,-71.12225688608022,,,,,,,9.0,1014,,False,Porter Square Area,Large,379.94893312281306,0.7354577961771769,Residential,591,False,original,1.0,42.38734673306593,-71.12225688608022,Original coordinates
128-72,340 River St,SUPERMARKET,78591.0,42.36109347660071,-71.11418109426458,,,,,,,5.0,324,,False,Central Square Area,Large,1282.957583202799,0.10673146603634147,Other,761,False,original,1.0,42.36109347660071,-71.11418109426458,Original coordinates
121-2,1050 Massachusetts Ave,RETAIL-OFFIC,20384.0,42.3697226526562,-71.11302424523073,,,,,,,7.0,345,,False,Harvard Square Area,Large,790.702385797732,0.44946772191808326,Commercial,839,False,original,1.0,42.3697226526562,-71.11302424523073,Original coordinates
125-5,15 Jay St,4-8-UNIT-APT,5056.0,42.364355621826284,-71.11009345368097,,,,,,,7.0,111,,False,Central Square Area,Medium,766.1275964433847,0.46657809746473417,Multi-Family,839,False,original,1.0,42.364355621826284,-71.11009345368097,Original coordinates
89-56,208 Harvard St,4-8-UNIT-APT,7636.0,42.36685535363328,-71.09854387161263,,,,,,,4.0,111,,False,Central Square Area,Large,569.5184993312428,0.6034686090768553,Multi-Family,695,False,original,1.0,42.36685535363328,-71.09854387161263,Original coordinates
113-81,371 Broadway,>8-UNIT-APT,5684.0,42.371032771843495,-71.10474437884653,,,,,,,6.0,112,,True,Harvard Square Area,Large,723.5387105772961,0.49623091852353685,Multi-Family,1335,False,original,1.0,42.371032771843495,-71.10474437884653,Original coordinates
91-202,67 Bishop Allen Dr,THREE-FM-RES,5398.0,42.36530324464162,-71.10082406159341,,,,,,,4.0,105,,False,Central Square Area,Large,272.09691999906806,0.8105505435208343,Residential,695,False,original,1.0,42.36530324464162,-71.10082406159341,Original coordinates
168-40,15 Story St,MULTIUSE-COM,3760.0,42.373941834853206,-71.12309681140536,,,,,,,10.0,31,,False,Harvard Square Area,Medium,456.326315845191,0.6822794888148397,Other,173,False,original,1.0,42.373941834853206,-71.12309681140536,Original coordinates
114A-13,46-50 Fayette St,THREE-FM-RES,5385.0,42.37281956057327,-71.10260386078289,,,,,,,6.0,105,,True,Harvard Square Area,Large,903.697117265603,0.3707943195816262,Residential,1335,False,original,1.0,42.37281956057327,-71.10260386078289,Original coordinates
168-64,52 Brattle St,RETAIL-OFFIC,6811.0,42.37430171558986,-71.12209250575145,,,,,,,10.0,345,,False,Harvard Square Area,Large,351.9942243955361,0.7549214651317323,Commercial,173,False,original,1.0,42.37430171558986,-71.12209250575145,Original coordinates
201-90,32 Cambridge Ter,THREE-FM-RES,3410.0,42.387806257704206,-71.12361796713208,,,,,,,9.0,105,,True,Porter Square Area,Medium,516.8137869894628,0.6401646477790766,Residential,591,False,original,1.0,42.387806257704206,-71.12361796713208,Original coordinates
130-93,85 Putnam Ave,TWO-FAM-RES,4010.0,42.36740391848993,-71.11376619790137,,,,,,,7.0,104,,True,Harvard Square Area,Medium,900.2921888542138,0.37316502571417026,Residential,839,False,original,1.0,42.36740391848993,-71.11376619790137,Original coordinates
172-2,16 Chauncy St,>8-UNIT-APT,14176.0,42.3793560680307,-71.12229801251564,,,,,,,9.0,112,,True,Porter Square Area,Large,736.36772319743,0.4872986253242715,Multi-Family,591,False,original,1.0,42.3793560680307,-71.12229801251564,Original coordinates
154-98,6 Prentiss St,INN-RESORT,7697.0,42.38426015981083,-71.11885468976426,,,,,,,8.0,302,,False,Porter Square Area,Large,459.80524906038977,0.6798572563002306,Other,615,False,original,1.0,42.38426015981083,-71.11885468976426,Original coordinates
84-99,191-191 Hampshire St,PARKING-LOT,5004.0,42.37300793853016,-71.0993801707312,,,,,,,3.0,337,,False,Harvard Square Area,Medium,1014.9852276498352,0.29330916456789646,Other,328,False,original,1.0,42.37300793853016,-71.0993801707312,Original coordinates
88-10,310 Broadway,Parklands,107181.0,42.368414390925146,-71.09990514741864,,,,,,,4.0,920,City NonTax,False,Harvard Square Area,Large,551.1320854378129,0.6162702832697246,Other,695,False,original,1.0,42.368414390925146,-71.09990514741864,Original coordinates
121-118,527 Franklin St,SNGL-FAM-RES,1409.0,42.367941740858214,-71.1112654176506,,,,,,,7.0,101,,False,Harvard Square Area,Small,964.8693478938559,0.3282027097825135,Residential,839,False,original,1.0,42.367941740858214,-71.1112654176506,Original coordinates
74-127,119 Windsor St,"Hospitals, Medical Office",40770.0,42.36461451841754,-71.09687812339992,,,,,,,4.0,955,City NonTax,False,Central Square Area,Large,701.7924490000477,0.5113719110650091,Commercial,695,False,original,1.0,42.36461451841754,-71.09687812339992,Original coordinates
89-98,20 Worcester St,SNGL-FAM-RES,1801.0,42.366593621146826,-71.0993152479757,,,,,,,4.0,101,,False,Central Square Area,Small,479.7088084913365,0.6659992585095663,Residential,695,False,original,1.0,42.366593621146826,-71.0993152479757,Original coordinates
151-6,91 Prentiss St,TWO-FAM-RES,516.0,42.38445447640854,-71.11483528898432,,,,,,,8.0,104,,False,Porter Square Area,Small,636.7954418756433,0.5566265492745598,Residential,615,False,original,1.0,42.38445447640854,-71.11483528898432,Original coordinates
121-17,636 Green St,THREE-FM-RES,6490.0,42.36868841281033,-71.11233294488116,,,,,,,7.0,105,,True,Harvard Square Area,Large,919.1799527421811,0.36001428294687077,Residential,839,False,original,1.0,42.36868841281033,-71.11233294488116,Original coordinates
132-122,6 Mt Auburn St,BOARDING-HSE,4493.0,42.3701035477789,-71.11378868698608,,,,,,,7.0,121,,False,Harvard Square Area,Medium,696.5898852202223,0.5149942338770038,Other,839,False,original,1.0,42.3701035477789,-71.11378868698608,Original coordinates
169-68,27 Church St,EATING-ESTBL,2191.0,42.37451944792776,-71.12002417143289,,,,,,,10.0,326,,False,Harvard Square Area,Small,152.77373274972592,0.8936301791515022,Other,173,False,original,1.0,42.37451944792776,-71.12002417143289,Original coordinates
113-51,27 Fainwood Cir,THREE-FM-RES,4150.0,42.372974522124515,-71.10378991254204,,,,,,,6.0,105,,False,Harvard Square Area,Medium,920.8031289545,0.35888413472176484,Residential,1335,False,original,1.0,42.372974522124515,-71.10378991254204,Original coordinates
156-2,8 Sacramento St,TWO-FAM-RES,7830.0,42.38229792409631,-71.11881168679759,,,,,,,8.0,104,,False,Porter Square Area,Large,677.6528836022095,0.528179258771405,Residential,615,False,original,1.0,42.38229792409631,-71.11881168679759,Original coordinates
201-1,56 Walden St,THREE-FM-RES,4825.0,42.389136411559726,-71.12459479383159,,,,,,,9.0,105,,True,Porter Square Area,Medium,626.3786159031825,0.5638793400034203,Residential,591,False,original,1.0,42.389136411559726,-71.12459479383159,Original coordinates
104-149,16 Chalk St,TWO-FAM-RES,2243.0,42.36165081543019,-71.109637120706,,,,,,,5.0,104,,False,Central Square Area,Small,790.6290054060657,0.449518813548659,Residential,761,False,original,1.0,42.36165081543019,-71.109637120706,Original coordinates
117-33,18 Lee St,SNGL-FAM-RES,3058.0,42.36842330241998,-71.10673175394325,,,,,,,6.0,101,,False,Harvard Square Area,Medium,569.6394856104298,0.6033843715013858,Residential,1335,False,original,1.0,42.36842330241998,-71.10673175394325,Original coordinates
104-20,34 Kelly Rd,TWO-FAM-RES,2317.0,42.36255511608191,-71.10973776809553,,,,,,,5.0,104,,False,Central Square Area,Small,763.7488773387067,0.468234297915292,Residential,761,False,original,1.0,42.36255511608191,-71.10973776809553,Original coordinates
86-68,59 Market St,SNGL-FAM-RES,2613.0,42.36930365016421,-71.09720842409952,,,,,,,4.0,101,,False,Harvard Square Area,Small,838.7118911513464,0.4160407551773094,Residential,695,False,original,1.0,42.36930365016421,-71.09720842409952,Original coordinates
105-92,34 William St,THREE-FM-RES,3104.0,42.36363698715375,-71.1068620562942,,,,,,,5.0,105,,False,Central Square Area,Medium,423.26750506905586,0.7052969258861885,Residential,761,False,original,1.0,42.36363698715375,-71.1068620562942,Original coordinates
119-51,9 Pleasant St,PARKING-LOT,7450.0,42.36585630764285,-71.10635712745825,,,,,,,7.0,337,City NonTax,False,Central Square Area,Large,373.2060539443953,0.7401525747709967,Other,839,False,original,1.0,42.36585630764285,-71.10635712745825,Original coordinates
142-93,39 Irving St,THREE-FM-RES,5539.0,42.37639799622245,-71.1110035135457,,,,,,,6.0,105,,False,Porter Square Area,Large,940.3775515113953,0.34525530086980494,Residential,1335,False,original,1.0,42.37639799622245,-71.1110035135457,Original coordinates
215-63,36 Garden St,SNGL-FAM-RES,2907.0,42.379209742694,-71.12459619911067,,,,,,,9.0,101,,False,Porter Square Area,Small,879.5421581894097,0.3876123852483635,Residential,591,False,original,1.0,42.379209742694,-71.12459619911067,Original coordinates
85-66,1164 Cambridge St,RETAIL-STORE,5683.0,42.372949676496496,-71.09694545309067,,,,,,,3.0,325,,False,Harvard Square Area,Large,1149.1396324042692,0.19990318604707905,Commercial,328,False,original,1.0,42.372949676496496,-71.09694545309067,Original coordinates
79-124,6 Livermore Pl,SNGL-FAM-RES,1116.0,42.37092793774181,-71.09510411563771,,,,,,,3.0,101,,False,Harvard Square Area,Small,1133.7798431412239,0.21059755086211784,Residential,328,False,original,1.0,42.37092793774181,-71.09510411563771,Original coordinates
87-15,31 Tremont St,4-8-UNIT-APT,4800.0,42.370468261783095,-71.09909612124231,,,,,,,4.0,111,,False,Harvard Square Area,Medium,785.7880030215233,0.45288939661357963,Multi-Family,695,False,original,1.0,42.370468261783095,-71.09909612124231,Original coordinates
77-20,254-256 Columbia St,TWO-FAM-RES,4332.0,42.36929527151943,-71.09618195600498,,,,,,,4.0,104,,True,Harvard Square Area,Medium,931.140236212627,0.3516868487266654,Residential,695,False,original,1.0,42.36929527151943,-71.09618195600498,Original coordinates
