PROPERTY_ID,ADDRESS,CORRIDOR_SEGMENT,TOTAL_VALUE,PRICE_PER_SQFT,RED_LINE_DISTANCE,NEAREST_STATION,ON_MASS_AVE,ON_MAIN_ST
184246,860 Massachusetts Ave,Mass Ave - Central,264300.0,1235.0467289719627,537.3901190915492,Central Square,True,False
184249,860 Massachusetts Ave,Mass Ave - Central,487800.0,690.9348441926346,537.3901190915492,Central Square,True,False
184258,860 Massachusetts Ave,Mass Ave - Central,543200.0,786.1070911722142,537.3901190915492,Central Square,True,False
184259,860 Massachusetts Ave,Mass Ave - Central,556200.0,841.4523449319213,537.3901190915492,Central Square,True,False
184250,860 Massachusetts Ave,Mass Ave - Central,448900.0,1039.1203703703704,537.3901190915492,Central Square,True,False
184251,860 Massachusetts Ave,Mass Ave - Central,408900.0,859.0336134453781,537.3901190915492,Central Square,True,False
184252,860 Massachusetts Ave,Mass Ave - Central,542700.0,786.5217391304348,537.3901190915492,Central Square,True,False
184253,860 Massachusetts Ave,Mass Ave - Central,594400.0,867.7372262773723,537.3901190915492,Central Square,True,False
184254,860 Massachusetts Ave,Mass Ave - Central,542300.0,787.0827285921625,537.3901190915492,Central Square,True,False
184255,860 Massachusetts Ave,Mass Ave - Central,161000.0,242.83559577677224,537.3901190915492,Central Square,True,False
184256,860 Massachusetts Ave,Mass Ave - Central,585200.0,851.8195050946142,537.3901190915492,Central Square,True,False
184257,860 Massachusetts Ave,Mass Ave - Central,568800.0,826.7441860465116,537.3901190915492,Central Square,True,False
184260,860 Massachusetts Ave,Mass Ave - Central,506400.0,725.5014326647564,537.3901190915492,Central Square,True,False
184270,860 Massachusetts Ave,Mass Ave - Central,574200.0,820.2857142857143,537.3901190915492,Central Square,True,False
184271,860 Massachusetts Ave,Mass Ave - Central,609300.0,894.7136563876652,537.3901190915492,Central Square,True,False
184272,860 Massachusetts Ave,Mass Ave - Central,574600.0,819.6861626248217,537.3901190915492,Central Square,True,False
184273,860 Massachusetts Ave,Mass Ave - Central,545400.0,783.6206896551724,537.3901190915492,Central Square,True,False
184274,860 Massachusetts Ave,Mass Ave - Central,620000.0,881.9345661450925,537.3901190915492,Central Square,True,False
184261,860 Massachusetts Ave,Mass Ave - Central,512200.0,731.7142857142857,537.3901190915492,Central Square,True,False
184262,860 Massachusetts Ave,Mass Ave - Central,513400.0,816.2162162162163,537.3901190915492,Central Square,True,False
184263,860 Massachusetts Ave,Mass Ave - Central,545800.0,783.0703012912483,537.3901190915492,Central Square,True,False
184264,860 Massachusetts Ave,Mass Ave - Central,573700.0,820.7439198855508,537.3901190915492,Central Square,True,False
