PROPERTY_ID,ADDRESS,SPATIAL_INVESTMENT_SCORE,TOTAL_VALUE,RED_LINE_DISTANCE,NEAREST_STATION
5711,6 Gordon Pl,40.0,1123900.0,1417.4214381098443,Central Square
5712,7 Gordon Pl,25.0,1817500.0,1419.5380213252254,Central Square
5713,5 Gordon Pl,25.0,1675700.0,1404.9715103248066,Central Square
5714,3 Gordon Pl,50.0,1259400.0,1391.1451381703932,Central Square
5715,1 Gordon Pl,25.0,2033900.0,1377.4032204022092,Central Square
5716,6 Florence St,25.0,1666300.0,1361.7543619846374,Central Square
5717,4 Florence St,25.0,1523700.0,1356.8073047820667,Central Square
5718,155 Magazine St,50.0,1365200.0,1344.1632463217536,Central Square
5719,159 Magazine St,50.0,1720600.0,1359.5823670744724,Central Square
5720,163 Magazine St,50.0,2042600.0,1375.7017237576397,Central Square
5721,167 Magazine St,50.0,1664600.0,1391.6110372883986,Central Square
5722,171 Magazine St,40.0,1764200.0,1406.9734265066163,Central Square
5723,177 Magazine St,50.0,1738700.0,1421.1854716310322,Central Square
5724,23 Florence St,25.0,2182000.0,1380.695640822787,Central Square
5725,176 Pleasant St,50.0,1108300.0,1369.2996018120853,Central Square
5726,174 Pleasant St,50.0,1173800.0,1360.4332403832395,Central Square
5727,170 Pleasant St,50.0,1974400.0,1348.6920219465455,Central Square
5728,226-228 Chestnut St,50.0,553500.0,1299.9391079539625,Central Square
5729,222-224 Chestnut St,15.0,,1292.1872299764077,Central Square
5730,222-224 Chestnut St,40.0,594400.0,1292.1872299764077,Central Square
5731,222-224 Chestnut St,40.0,605000.0,1292.1872299764077,Central Square
5732,222-224 Chestnut St,30.0,721400.0,1292.1872299764077,Central Square
5733,222-224 Chestnut St,15.0,756100.0,1292.1872299764077,Central Square
5734,222-224 Chestnut St,40.0,701900.0,1292.1872299764077,Central Square
5735,218-220 Chestnut St,50.0,553500.0,1284.6247770028517,Central Square
5736,13-17 Florence St,15.0,,1348.0924772608114,Central Square
191386,13-17 Florence St,15.0,1560000.0,1348.0924772608114,Central Square
191388,13-17 Florence St,25.0,2071900.0,1348.0924772608114,Central Square
191387,13-17 Florence St,15.0,1594500.0,1348.0924772608114,Central Square
5737,19 Florence St,15.0,,1358.0147734629859,Central Square
202306,19 Florence St,25.0,2409500.0,1358.0147734629859,Central Square
202307,19 Florence St,25.0,2517100.0,1358.0147734629859,Central Square
5737,19 Florence St,25.0,,1358.0147734629859,Central Square
5738,21 Florence St,40.0,1548800.0,1364.822038950578,Central Square
5739,11 Florence St,50.0,1916500.0,1339.8128560749255,Central Square
5740,9 Florence St,15.0,,1334.2718278273494,Central Square
5741,9 Florence St,40.0,641100.0,1334.2718278273494,Central Square
5742,9 Florence St,40.0,610000.0,1334.2718278273494,Central Square
5743,9 Florence St,30.0,759400.0,1334.2718278273494,Central Square
5706,16 Florence St,40.0,1914200.0,1403.7705436465533,Central Square
5744,7 Florence St,15.0,,1327.437412808145,Central Square
185203,7 Florence St,30.0,580000.0,1327.437412808145,Central Square
185208,7 Florence St,15.0,487000.0,1327.437412808145,Central Square
185207,7 Florence St,30.0,525900.0,1327.437412808145,Central Square
185206,7 Florence St,30.0,674800.0,1327.437412808145,Central Square
185205,7 Florence St,15.0,674000.0,1327.437412808145,Central Square
185204,7 Florence St,30.0,694200.0,1327.437412808145,Central Square
5745,3 Florence St,15.0,,1315.542468754551,Central Square
5746,3 Florence St,15.0,853100.0,1315.542468754551,Central Square
5747,3 Florence St,40.0,739900.0,1315.542468754551,Central Square
5748,3 Florence St,40.0,796200.0,1315.542468754551,Central Square
5749,151 Magazine St,15.0,,1301.6000003850925,Central Square
5750,151 Magazine St,50.0,995700.0,1301.6000003850925,Central Square
5751,151 Magazine St,40.0,824800.0,1301.6000003850925,Central Square
188086,151 Magazine St,30.0,691400.0,1301.6000003850925,Central Square
5752,153 Magazine St,50.0,1869000.0,1314.5480129961418,Central Square
5753,214 Chestnut St,50.0,3267600.0,1276.7849444125563,Central Square
5754,238 Chestnut St,15.0,,1318.348496934853,Central Square
5755,236 Chestnut St,40.0,814300.0,1318.348496934853,Central Square
5756,236 Chestnut St,30.0,1000300.0,1318.348496934853,Central Square
5757,236 Chestnut St,30.0,937100.0,1318.348496934853,Central Square
5758,230-234 Chestnut St,15.0,,1308.5552949389883,Central Square
199157,230-234 Chestnut St,15.0,1379000.0,1308.5552949389883,Central Square
199158,230-234 Chestnut St,15.0,1369000.0,1308.5552949389883,Central Square
199159,230-234 Chestnut St,15.0,1506300.0,1308.5552949389883,Central Square
5758,230-234 Chestnut St,15.0,,1308.5552949389883,Central Square
5707,10 Florence St,25.0,1528900.0,1373.6886240102099,Central Square
5759,727 Memorial Dr,50.0,24749200.0,1524.1534864101636,Central Square
5759,727 Memorial Dr,25.0,24749200.0,1524.1534864101636,Central Square
5759,727 Memorial Dr,25.0,24749200.0,1524.1534864101636,Central Square
5761,767 Memorial Dr,50.0,40085100.0,1472.6960722541473,Central Square
5761,767 Memorial Dr,15.0,40085100.0,1472.6960722541473,Central Square
5708,8 Florence St,25.0,1735800.0,1368.4834443872576,Central Square
5763,242 Chestnut St,50.0,1940800.0,1324.4527944913286,Central Square
5764,248-250 Chestnut St,15.0,,1331.0977662489915,Central Square
189100,248-250 Chestnut St,25.0,2098600.0,1331.0977662489915,Central Square
189103,248-250 Chestnut St,25.0,2167000.0,1331.0977662489915,Central Square
5764,248-250 Chestnut St,15.0,,1331.0977662489915,Central Square
5765,141 Magazine St,40.0,3616800.0,1254.951684127671,Central Square
5709,2 Gordon Pl,25.0,1584000.0,1392.6651738180326,Central Square
5767,14 Florence St,15.0,1552800.0,1398.5552708689656,Central Square
5768,187 Magazine St,25.0,3906600.0,1540.523795419099,Central Square
5769,5 Florence St,50.0,1489100.0,1321.4927901222898,Central Square
5770,12 Florence St,50.0,2865300.0,1395.251491816916,Central Square
5710,4 Gordon Pl,15.0,1196700.0,1406.8146020594565,Central Square
5771,149 Magazine St,15.0,,1289.283974020609,Central Square
185384,149 Magazine St,40.0,711700.0,1289.283974020609,Central Square
185387,149 Magazine St,40.0,680000.0,1289.283974020609,Central Square
185386,149 Magazine St,30.0,596200.0,1289.283974020609,Central Square
5772,1 Florence St,50.0,2457700.0,1311.6220288260363,Central Square
5773,5R Florence St,15.0,5300.0,1308.6126559353238,Central Square
5774,145 Magazine St,25.0,2545400.0,1269.2651741883517,Central Square
5775,147 Magazine St,25.0,2405300.0,1279.1242036359247,Central Square
5838,27 Prince St,15.0,,931.9082427855794,Central Square
190545,27 Prince St,15.0,1061700.0,931.9082427855794,Central Square
190550,27 Prince St,15.0,1061700.0,931.9082427855794,Central Square
190549,27 Prince St,15.0,838900.0,931.9082427855794,Central Square
190548,27 Prince St,15.0,838900.0,931.9082427855794,Central Square
190547,27 Prince St,15.0,838900.0,931.9082427855794,Central Square
190546,27 Prince St,15.0,838900.0,931.9082427855794,Central Square
5839,41 Prince St,15.0,,941.9397898667804,Central Square
5840,39 Prince St,40.0,883400.0,941.9397898667804,Central Square
5841,39 Prince St,40.0,893900.0,941.9397898667804,Central Square
5842,39 Prince St,40.0,978900.0,941.9397898667804,Central Square
5843,41 Prince St,40.0,882900.0,941.9397898667804,Central Square
5844,41 Prince St,40.0,877500.0,941.9397898667804,Central Square
5845,41 Prince St,50.0,978400.0,941.9397898667804,Central Square
5846,45-47 Prince St,15.0,,951.1493436976521,Central Square
5847,45-47 Prince St,30.0,970500.0,951.1493436976521,Central Square
5848,45-47 Prince St,40.0,866600.0,951.1493436976521,Central Square
185771,45-47 Prince St,15.0,553000.0,951.1493436976521,Central Square
5849,55 Prince St,15.0,,960.2312388394313,Central Square
5850,49-55 Prince St,40.0,761400.0,960.2312388394313,Central Square
5852,49-55 Prince St,40.0,803500.0,960.2312388394313,Central Square
5853,49-55 Prince St,40.0,845900.0,960.2312388394313,Central Square
5854,49-55 Prince St,40.0,803500.0,960.2312388394313,Central Square
5855,49-55 Prince St,40.0,825900.0,960.2312388394313,Central Square
5851,49-55 Prince St,40.0,656400.0,960.2312388394313,Central Square
5856,61-63-65 Prince St,15.0,,970.5780852080215,Central Square
190816,61-63-65 Prince St,25.0,1731000.0,970.5780852080215,Central Square
190818,61-63-65 Prince St,15.0,1291800.0,970.5780852080215,Central Square
190817,61-63-65 Prince St,15.0,1283300.0,970.5780852080215,Central Square
5857,284 Allston St,15.0,43400.0,1042.4103640700068,Central Square
5858,20-22 Kenwood St,15.0,,1021.4599067167213,Central Square
192319,22 Kenwood St,30.0,928500.0,1021.4599067167213,Central Square
192320,283 Allston St,40.0,813200.0,1021.4599067167213,Central Square
5859,24 Kenwood St,50.0,1348300.0,1006.2871511163012,Central Square
5860,277 Allston St,15.0,,1004.0650675645169,Central Square
190819,277-279 Allston St,40.0,534900.0,1004.0650675645169,Central Square
190820,277-279 Allston St,40.0,535700.0,1004.0650675645169,Central Square
5861,14 Kenwood St,15.0,,1050.054980610878,Central Square
5862,14 Kenwood St,40.0,660000.0,1050.054980610878,Central Square
5863,14 Kenwood St,40.0,634000.0,1050.054980610878,Central Square
5864,14 Kenwood St,40.0,654000.0,1050.054980610878,Central Square
5866,12 Prince St,15.0,,956.5148902239134,Central Square
5867,12 Prince St,40.0,192000.0,956.5148902239134,Central Square
5876,12 Prince St,40.0,192000.0,956.5148902239134,Central Square
5877,12 Prince St,40.0,621300.0,956.5148902239134,Central Square
5878,12 Prince St,30.0,608200.0,956.5148902239134,Central Square
5868,12 Prince St,40.0,716900.0,956.5148902239134,Central Square
5869,12 Prince St,40.0,176000.0,956.5148902239134,Central Square
5870,12 Prince St,40.0,617100.0,956.5148902239134,Central Square
5871,12 Prince St,40.0,663100.0,956.5148902239134,Central Square
5872,12 Prince St,30.0,614000.0,956.5148902239134,Central Square
5873,12 Prince St,40.0,192000.0,956.5148902239134,Central Square
5874,12 Prince St,40.0,663100.0,956.5148902239134,Central Square
5875,12 Prince St,40.0,165000.0,956.5148902239134,Central Square
5879,105 Magazine St,50.0,4842800.0,947.438516574348,Central Square
5880,265 Allston St,50.0,1994100.0,990.2636091073969,Central Square
5881,269 Allston St,15.0,,996.8779927374954,Central Square
186347,269 Allston St,40.0,749300.0,996.8779927374954,Central Square
186349,269 Allston St,40.0,711700.0,996.8779927374954,Central Square
186348,269 Allston St,30.0,792200.0,996.8779927374954,Central Square
5882,107 Magazine St,50.0,1530200.0,973.775563191589,Central Square
5883,111 Magazine St,15.0,,986.7094552180689,Central Square
5884,111 Magazine St,30.0,862600.0,986.7094552180689,Central Square
5885,111 Magazine St,40.0,804300.0,986.7094552180689,Central Square
5886,111 Magazine St,40.0,762600.0,986.7094552180689,Central Square
5887,Pleasant St,15.0,20200.0,959.8063965545588,Central Square
5888,34 Fairmont St,25.0,1738300.0,949.5063729598392,Central Square
5889,304 Allston St,15.0,,1092.1857388778283,Central Square
185246,304 Allston St,30.0,661400.0,1092.1857388778283,Central Square
185251,304 Allston St,30.0,669300.0,1092.1857388778283,Central Square
185250,304 Allston St,30.0,710900.0,1092.1857388778283,Central Square
185249,304 Allston St,30.0,678000.0,1092.1857388778283,Central Square
185248,304 Allston St,30.0,693800.0,1092.1857388778283,Central Square
185247,304 Allston St,30.0,678000.0,1092.1857388778283,Central Square
5890,1 Stinson Ct,15.0,,1114.0200904127803,Central Square
5891,1 Stinson Ct,40.0,572200.0,1114.0200904127803,Central Square
5892,1 Stinson Ct,40.0,550200.0,1114.0200904127803,Central Square
5893,1 Stinson Ct,40.0,533100.0,1114.0200904127803,Central Square
5894,3 Stinson Ct,50.0,1778300.0,1131.8066341938675,Central Square
5895,249 Chestnut St,50.0,1980000.0,1293.5786476818473,Central Square
5896,164 Pleasant St,15.0,1025300.0,1274.3601032842441,Central Square
5897,397 Putnam Ave,50.0,1802700.0,1207.7753348743731,Central Square
5898,401 Putnam Ave,50.0,1820300.0,1198.6938398218547,Central Square
5899,27 Whitney Ave,15.0,,1275.8306052863697,Central Square
5900,27 Whitney Ave,40.0,554900.0,1275.8306052863697,Central Square
5901,27 Whitney Ave,50.0,1062700.0,1275.8306052863697,Central Square
5902,27 Whitney Ave,40.0,535700.0,1275.8306052863697,Central Square
5903,27 Whitney Ave,50.0,1148300.0,1275.8306052863697,Central Square
5904,28 Whitney Ave,15.0,,1257.1335703226762,Central Square
5905,28 Whitney Ave,40.0,518400.0,1257.1335703226762,Central Square
5906,28 Whitney Ave,50.0,848200.0,1257.1335703226762,Central Square
5907,28 Whitney Ave,30.0,541900.0,1257.1335703226762,Central Square
5908,28 Whitney Ave,50.0,1095300.0,1257.1335703226762,Central Square
5909,20 Whitney Ave,50.0,1579000.0,1232.019160540842,Central Square
5910,411 Putnam Ave,15.0,,1184.0483212465463,Central Square
5911,411 Putnam Ave,30.0,1148500.0,1184.0483212465463,Central Square
5912,411 Putnam Ave,15.0,1420900.0,1184.0483212465463,Central Square
5914,415 Putnam Ave,15.0,,1178.599470452709,Central Square
192656,415-417 Putnam Ave,15.0,1368100.0,1178.599470452709,Central Square
192659,415-417 Putnam Ave,15.0,1222500.0,1178.599470452709,Central Square
192658,415-417 Putnam Ave,15.0,1368100.0,1178.599470452709,Central Square
192657,415-417 Putnam Ave,15.0,1222500.0,1178.599470452709,Central Square
5915,421 Putnam Ave,50.0,2392300.0,1170.461153979138,Central Square
5916,424 Putnam Ave,50.0,1748300.0,1122.8421888124553,Central Square
5917,426 Putnam Ave,25.0,3323100.0,1114.7381593399703,Central Square
5918,18 Whitney Ave,15.0,,1204.8088548811922,Central Square
189060,18 Whitney Ave,15.0,814000.0,1204.8088548811922,Central Square
189066,18 Whitney Ave,15.0,1151300.0,1204.8088548811922,Central Square
189065,18 Whitney Ave,15.0,1120900.0,1204.8088548811922,Central Square
189064,18 Whitney Ave,15.0,1169300.0,1204.8088548811922,Central Square
189063,18 Whitney Ave,15.0,1095400.0,1204.8088548811922,Central Square
189062,18 Whitney Ave,15.0,867600.0,1204.8088548811922,Central Square
189061,18 Whitney Ave,15.0,894600.0,1204.8088548811922,Central Square
5919,148 Pleasant St,40.0,1511600.0,1182.4016834060299,Central Square
5920,431 Putnam Ave,15.0,,1162.945787778813,Central Square
187227,431 Putnam Ave,40.0,1599100.0,1162.945787778813,Central Square
187229,431 Putnam Ave,40.0,1628400.0,1162.945787778813,Central Square
187228,431 Putnam Ave,40.0,1987700.0,1162.945787778813,Central Square
5921,131 Magazine St,15.0,,1164.7864512614688,Central Square
5922,131 Magazine St,30.0,1103800.0,1164.7864512614688,Central Square
5923,131 Magazine St,30.0,1136700.0,1164.7864512614688,Central Square
5924,131 Magazine St,40.0,1133500.0,1164.7864512614688,Central Square
5925,131 Magazine St,40.0,1133500.0,1164.7864512614688,Central Square
5926,131 Magazine St,40.0,1144900.0,1164.7864512614688,Central Square
5927,131 Magazine St,40.0,1179000.0,1164.7864512614688,Central Square
5928,131 Magazine St,40.0,716900.0,1164.7864512614688,Central Square
5929,129 Magazine St,50.0,3775000.0,1138.5420099175283,Central Square
5930,62 Prince St,15.0,,1016.6428380911949,Central Square
188449,62-64 Prince St,25.0,2010000.0,1016.6428380911949,Central Square
188450,62-64 Prince St,25.0,1776400.0,1016.6428380911949,Central Square
5930,62 Prince St,15.0,,1016.6428380911949,Central Square
5932,19 Whitney Ave,40.0,1699300.0,1258.354763775475,Central Square
5933,15 Whitney Ave,40.0,1698900.0,1245.435649637057,Central Square
5934,11 Whitney Ave,15.0,,1232.2860404632993,Central Square
192992,11-13 Whitney Ave,30.0,793900.0,1232.2860404632993,Central Square
192993,11-13 Whitney Ave,40.0,1516400.0,1232.2860404632993,Central Square
5935,7 Whitney Ave,50.0,1743500.0,1219.1602314922093,Central Square
5936,135 Magazine St,25.0,2663700.0,1184.8879550960858,Central Square
5937,137 Magazine St,50.0,1870400.0,1202.5501286057806,Central Square
5938,225 Chestnut St,50.0,2390600.0,1238.3189150920907,Central Square
5939,215 Chestnut St,50.0,2228100.0,1223.1098477229987,Central Square
5940,211 Chestnut St,50.0,2046600.0,1217.3058821234213,Central Square
5941,207 Chestnut St,50.0,2136900.0,1211.4112072745295,Central Square
5942,139 Magazine St,15.0,,1220.0182240826161,Central Square
191798,139 Magazine St,25.0,1378900.0,1220.0182240826161,Central Square
191800,139 Magazine St,50.0,1041500.0,1220.0182240826161,Central Square
191799,139 Magazine St,50.0,1095300.0,1220.0182240826161,Central Square
5943,219 Chestnut St,40.0,2464500.0,1229.245252058906,Central Square
5944,162 Pleasant St,50.0,1100600.0,1266.9047092924427,Central Square
5945,160 Pleasant St,50.0,1077100.0,1259.3723398527397,Central Square
5946,158 Pleasant St,50.0,1105800.0,1251.981691916092,Central Square
5947,156 Pleasant St,40.0,1136000.0,1244.5724727487877,Central Square
5948,6-8 Magazine Ct,15.0,,1066.3506115358243,Central Square
5949,6 Magazine Ct,40.0,1447600.0,1066.3506115358243,Central Square
5950,8 Magazine Ct,40.0,1467400.0,1066.3506115358243,Central Square
5951,154 Pleasant St,25.0,1281000.0,1237.2398202969114,Central Square
5952,395 Putnam Ave,50.0,1093000.0,1215.7240998436414,Central Square
5953,152 Pleasant St,40.0,1180100.0,1229.5287167028102,Central Square
5954,396 Putnam Ave,50.0,929900.0,1170.6162011307558,Central Square
5955,21 Prince St,25.0,1980000.0,924.3498214725762,Central Square
5956,19 Prince St,25.0,2070500.0,917.5188737681685,Central Square
5957,115-117 Magazine St,15.0,,1019.3101259516698,Central Square
5958,115-117 Magazine St,50.0,1457900.0,1019.3101259516698,Central Square
5959,115-117 Magazine St,50.0,1332300.0,1019.3101259516698,Central Square
5960,115-117 Magazine St,15.0,718300.0,1019.3101259516698,Central Square
5961,272 Allston St,25.0,2495900.0,1031.6132408234066,Central Square
5962,298 Allston St,50.0,1553000.0,1081.284270831897,Central Square
5963,6 Stinson Ct,15.0,,1103.6071821905864,Central Square
185243,4-6 Stinson Ct,40.0,565200.0,1103.6071821905864,Central Square
185245,4-6 Stinson Ct,40.0,565600.0,1103.6071821905864,Central Square
185244,4-6 Stinson Ct,30.0,754500.0,1103.6071821905864,Central Square
5964,8 Stinson Ct,50.0,1409500.0,1123.0066607978085,Central Square
5965,99 Magazine St,15.0,,912.8380831874753,Central Square
5966,99 Magazine St,50.0,1142900.0,912.8380831874753,Central Square
5967,99 Magazine St,15.0,1067900.0,912.8380831874753,Central Square
5968,95 Magazine St,40.0,2149000.0,890.8496258391592,Central Square
5969,247 Chestnut St,15.0,,1286.6051962630318,Central Square
5970,247 Chestnut St,40.0,481900.0,1286.6051962630318,Central Square
5971,247 Chestnut St,40.0,744600.0,1286.6051962630318,Central Square
5972,245 Chestnut St,50.0,1383800.0,1282.2082164464653,Central Square
5973,295 Allston St,50.0,2202200.0,1038.671698214608,Central Square
5974,25-27 Kenwood St,50.0,1222600.0,1021.6919158046909,Central Square
5975,106 Pleasant St,15.0,,973.2146816969135,Central Square
5976,106 Pleasant St,40.0,605500.0,973.2146816969135,Central Square
5977,106 Pleasant St,40.0,681900.0,973.2146816969135,Central Square
5978,106 Pleasant St,40.0,547000.0,973.2146816969135,Central Square
5979,108 Pleasant St,15.0,,981.9523605227779,Central Square
5980,108 Pleasant St,40.0,548300.0,981.9523605227779,Central Square
5981,108 Pleasant St,40.0,528000.0,981.9523605227779,Central Square
5982,108 Pleasant St,40.0,549900.0,981.9523605227779,Central Square
5984,427-429 Putnam Ave,15.0,,1169.2707858898577,Central Square
5985,427-429 Putnam Ave,50.0,1361900.0,1169.2707858898577,Central Square
5986,427-429 Putnam Ave,30.0,896100.0,1169.2707858898577,Central Square
5987,423-425 Putnam Ave,50.0,1933100.0,1173.0374351939513,Central Square
5983,138-142 Pleasant St,15.0,,1137.2615541261646,Central Square
194654,136-142 Pleasant St,25.0,3292300.0,1137.2615541261646,Central Square
194655,136-142 Pleasant St,25.0,2063200.0,1137.2615541261646,Central Square
194656,136-142 Pleasant St,15.0,790700.0,1137.2615541261646,Central Square
194657,136-142 Pleasant St,25.0,1367900.0,1137.2615541261646,Central Square
5983,138-142 Pleasant St,15.0,,1137.2615541261646,Central Square
5983,138-142 Pleasant St,15.0,,1137.2615541261646,Central Square
5776,144 Pleasant St,15.0,1331900.0,1166.0507485413236,Central Square
5778,130 Pleasant St,15.0,,1110.1564631611634,Central Square
5779,130-132 Pleasant St,40.0,680900.0,1110.1564631611634,Central Square
5780,130-132 Pleasant St,40.0,486200.0,1110.1564631611634,Central Square
5781,130-132 Pleasant St,40.0,499500.0,1110.1564631611634,Central Square
5782,306 Allston St,15.0,1192800.0,1102.2350387518973,Central Square
5783,17 Kenwood St,50.0,1980200.0,1070.8934590456215,Central Square
5784,13-15 Kenwood St,15.0,,1090.3650327767186,Central Square
184803,13 Kenwood St,30.0,735300.0,1090.3650327767186,Central Square
184804,13-15 Kenwood St,40.0,664100.0,1090.3650327767186,Central Square
5785,11 Kenwood St,15.0,1903200.0,1104.8707713570584,Central Square
5786,9 Kenwood St,15.0,1100700.0,1115.7251619836597,Central Square
5787,412 Putnam Ave,50.0,1911400.0,1136.3318638930261,Central Square
5788,408-410 Putnam Ave,15.0,,1145.904992633991,Central Square
190544,408-410 Putnam Ave,25.0,1282700.0,1145.904992633991,Central Square
190542,408-410 Putnam Ave,40.0,889800.0,1145.904992633991,Central Square
190543,408-410 Putnam Ave,25.0,1332300.0,1145.904992633991,Central Square
5789,404 Putnam Ave,50.0,2901800.0,1156.338988457526,Central Square
5790,8 Kenwood St,50.0,2460300.0,1093.1640383707581,Central Square
5791,10 Kenwood St,50.0,1589200.0,1076.781478700903,Central Square
5792,119 Magazine St,25.0,2994400.0,1049.2158039044648,Central Square
5793,125 Magazine St,15.0,,1077.0276091705225,Central Square
5794,125 Magazine St,25.0,1861600.0,1077.0276091705225,Central Square
5795,125 Magazine St,25.0,2881500.0,1077.0276091705225,Central Square
5796,125 Magazine St,25.0,2216100.0,1077.0276091705225,Central Square
5793,125 Magazine St,15.0,,1077.0276091705225,Central Square
5797,127 Magazine St,25.0,4071600.0,1102.9926388414033,Central Square
5797,127 Magazine St,25.0,4071600.0,1102.9926388414033,Central Square
5798,124 Pleasant St,50.0,1269900.0,1075.8397179602061,Central Square
5799,120 Pleasant St,15.0,,1054.9550999733856,Central Square
5800,120 Pleasant St,50.0,1304100.0,1054.9550999733856,Central Square
5801,120 Pleasant St,50.0,951200.0,1054.9550999733856,Central Square
5802,120 Pleasant St,40.0,667500.0,1054.9550999733856,Central Square
5803,120 Pleasant St,40.0,192000.0,1054.9550999733856,Central Square
5804,120 Pleasant St,40.0,57096.0,1054.9550999733856,Central Square
5805,120 Pleasant St,40.0,363550.0,1054.9550999733856,Central Square
5806,118 Pleasant St,15.0,,1042.1630418686018,Central Square
184411,118 Pleasant St,40.0,727300.0,1042.1630418686018,Central Square
184412,118 Pleasant St,30.0,799000.0,1042.1630418686018,Central Square
184413,118 Pleasant St,15.0,546700.0,1042.1630418686018,Central Square
5807,116 Pleasant St,50.0,1988900.0,1028.3578108987385,Central Square
5808,70 Prince St,15.0,,1019.8575370787956,Central Square
190097,70-72 Prince St,15.0,914000.0,1019.8575370787956,Central Square
190098,70-72 Prince St,15.0,1226500.0,1019.8575370787956,Central Square
206,150 Second St,30.0,160143500.0,989.7576834392278,Kendall/MIT
5809,56 Prince St,25.0,1558700.0,1008.1697423253879,Central Square
5810,50 Prince St,25.0,1416500.0,1000.6995774017994,Central Square
5811,46 Prince St,15.0,,992.1920300152914,Central Square
185252,46 Prince St,15.0,1036600.0,992.1920300152914,Central Square
185255,46 Prince St,40.0,807100.0,992.1920300152914,Central Square
185254,46 Prince St,40.0,820100.0,992.1920300152914,Central Square
185253,46 Prince St,15.0,1030100.0,992.1920300152914,Central Square
5812,38 Prince St,15.0,,982.9650251044615,Central Square
187221,32-38 Prince St,15.0,1109100.0,982.9650251044615,Central Square
187226,32-38 Prince St,30.0,979100.0,982.9650251044615,Central Square
187225,32-38 Prince St,50.0,1069700.0,982.9650251044615,Central Square
187224,32-38 Prince St,30.0,979100.0,982.9650251044615,Central Square
187223,32-38 Prince St,40.0,1100800.0,982.9650251044615,Central Square
187222,32-38 Prince St,15.0,1083600.0,982.9650251044615,Central Square
5813,18-30 Prince St,15.0,,969.6328141015352,Central Square
5814,18-30 Prince St,40.0,1117200.0,969.6328141015352,Central Square
5815,18-30 Prince St,25.0,1276800.0,969.6328141015352,Central Square
5816,18-30 Prince St,40.0,1205100.0,969.6328141015352,Central Square
5817,18-30 Prince St,15.0,966100.0,969.6328141015352,Central Square
5818,18-30 Prince St,30.0,965700.0,969.6328141015352,Central Square
5819,18-30 Prince St,30.0,964500.0,969.6328141015352,Central Square
5820,18-30 Prince St,15.0,873400.0,969.6328141015352,Central Square
5813,18-30 Prince St,15.0,,969.6328141015352,Central Square
5821,297 Allston St,25.0,2132700.0,1044.997755426936,Central Square
5822,307 Allston St,40.0,1507600.0,1065.1656795601975,Central Square
5823,73-75 Prince St,15.0,,993.7563082218942,Central Square
201941,73-75 Prince St,25.0,1811700.0,993.7563082218942,Central Square
201942,73-75 Prince St,15.0,1590300.0,993.7563082218942,Central Square
5824,104 Pleasant St,15.0,,967.6798868011089,Central Square
5825,104 Pleasant St,40.0,543600.0,967.6798868011089,Central Square
5826,104 Pleasant St,40.0,510400.0,967.6798868011089,Central Square
5827,104 Pleasant St,40.0,536400.0,967.6798868011089,Central Square
5828,30 Fairmont St,50.0,2626100.0,947.1095559220475,Central Square
5829,26 Fairmont St,50.0,1877800.0,936.2847021029767,Central Square
5830,24 Fairmont St,15.0,,926.0292229773335,Central Square
192575,22-24 Fairmont St,25.0,2156100.0,926.0292229773335,Central Square
192576,22-24 Fairmont St,25.0,2113400.0,926.0292229773335,Central Square
5830,24 Fairmont St,15.0,,926.0292229773335,Central Square
5831,18-20 Fairmont St,50.0,1964500.0,916.4225600562982,Central Square
5832,16 Fairmont St,25.0,1760300.0,909.0772524176392,Central Square
5833,14 Fairmont St,15.0,,903.9934313414276,Central Square
197739,14 Fairmont St,50.0,1166500.0,903.9934313414276,Central Square
197740,14 Fairmont St,40.0,670200.0,903.9934313414276,Central Square
5834,10-12 Fairmont St,15.0,,896.1870676354508,Central Square
5835,10 Fairmont St,50.0,2053700.0,896.1870676354508,Central Square
5836,12 Fairmont St,50.0,2007000.0,896.1870676354508,Central Square
5837,91 Magazine St,25.0,5200100.0,874.9042835842973,Central Square
5837,91 Magazine St,25.0,5200100.0,874.9042835842973,Central Square
6072,10 Newton St,50.0,1970400.0,1125.9134607327157,Central Square
6073,8 Newton St,15.0,,1113.2992140601436,Central Square
6074,8 Newton St,40.0,825900.0,1113.2992140601436,Central Square
6075,8 Newton St,40.0,350000.0,1113.2992140601436,Central Square
6076,8 Newton St,40.0,754400.0,1113.2992140601436,Central Square
6077,6 Newton St,50.0,2004700.0,1100.596210429522,Central Square
6078,4 Newton St,50.0,1923100.0,1087.8083992249976,Central Square
6079,2 Newton St,15.0,,1075.391541444871,Central Square
6080,2 Newton St,40.0,726600.0,1075.391541444871,Central Square
6081,2 Newton St,30.0,876900.0,1075.391541444871,Central Square
6082,2 Newton St,40.0,755400.0,1075.391541444871,Central Square
6083,463-465 Putnam Ave,50.0,2072700.0,1097.2950448468741,Central Square
6084,5 Newton St,15.0,,1118.407150874173,Central Square
6085,5 Newton St,30.0,977900.0,1118.407150874173,Central Square
6086,5 Newton St,40.0,840600.0,1118.407150874173,Central Square
6087,5 Newton St,40.0,930200.0,1118.407150874173,Central Square
6088,7 Newton St,50.0,2076900.0,1133.8230835572788,Central Square
6089,9 Newton St,15.0,,1148.699294059857,Central Square
6090,9 Newton St,40.0,701600.0,1148.699294059857,Central Square
6091,9 Newton St,40.0,851800.0,1148.699294059857,Central Square
6092,9 Newton St,40.0,1095500.0,1148.699294059857,Central Square
