PROPERTY_ID,ADDRESS,PROPERTY_TYPE,LOT_SIZE,LATITUDE,LONGITUDE,TOTAL_VALUE,LAND_VALUE,BUILDING_VALUE,GROSS_AREA,YEAR_BUILT,BUILDING_AGE,NEIGHBORHOOD,USE_CODE,TAX_STATUS,CONDO_FLAG,CORRIDOR_SEGMENT
151-77,7 Harris St,RES-UDV-LAND,294.0,42.38420102528296,-71.11453213759073,,,,,,,8.0,132,,False,Porter Square Area
154-73,1749 Massachusetts Ave,GEN-OFFICE,3382.0,42.38469798249467,-71.11903631455134,,,,,,,8.0,340,,False,Porter Square Area
133-15,1208-1210 Massachusetts Ave,RETAIL-OFFIC,3118.0,42.371853487312244,-71.11541498412934,,,,,,,7.0,345,,False,Harvard Square Area
154-47,55 Garfield St,4-8-UNIT-APT,6417.0,42.38388800546298,-71.1171787273383,,,,,,,8.0,111,,False,Porter Square Area
115-90,303 Harvard St,>8-UNIT-APT,7128.0,42.36999853411043,-71.10589939116437,,,,,,,6.0,112,,False,Harvard Square Area
79-35,330 Columbia St,TWO-FAM-RES,3212.0,42.37100420594583,-71.09521788741812,,,,,,,3.0,104,,False,Harvard Square Area
117-29,875 Massachusetts Ave,OFFICE-CONDO,9265.0,42.367925680387785,-71.10726678995668,,,,,,,6.0,343,,False,Harvard Square Area
154-80,10 Prentiss St,SNGL-FAM-RES,3197.0,42.38424704845438,-71.11864923406009,,,,,,,8.0,101,,False,Porter Square Area
200-50,13 Regent St,TWO-FAM-RES,4672.0,42.39027559695619,-71.12208454537294,,,,,,,11.0,104,,False,Porter Square Area
176-88,21 Lancaster St,TWO-FAM-RES,3328.0,42.385780146512076,-71.12106947196632,,,,,,,9.0,104,,True,Porter Square Area
94-119,5 Speridakis Ter,THREE-FM-RES,2663.0,42.360435262905135,-71.1067387800153,,,,,,,5.0,105,,True,Central Square Area
178-73,4 Porter Cir,TWO-FAM-RES,2300.0,42.38987981624631,-71.12162538180864,,,,,,,11.0,104,,False,Porter Square Area
214-8,38 Shepard St,4-8-UNIT-APT,10791.0,42.38069630457908,-71.12311745464356,,,,,,,9.0,111,,False,Porter Square Area
210-57,75 Washington Ave,THREE-FM-RES,9236.0,42.385784460313495,-71.12411154314147,,,,,,,9.0,105,,False,Porter Square Area
82-102,137-139 Tremont St,TWO-FAM-RES,3158.0,42.37402453626232,-71.09677373174884,,,,,,,3.0,104,,False,Harvard Square Area
90-75,26 Essex St,4-8-UNIT-APT,2979.0,42.36622015258123,-71.10176201956097,,,,,,,4.0,111,,False,Central Square Area
105-82,347 Green St,RETAIL-STORE,9360.0,42.36543576721375,-71.10477894969067,,,,,,,7.0,325,,False,Central Square Area
139-20,75-77 Dana St,4-8-UNIT-APT,4000.0,42.3741700456429,-71.107541498006,,,,,,,6.0,111,,False,Harvard Square Area
133-50,24 Arrow St,Religious,19406.0,42.37142690125974,-71.11571164767665,,,,,,,7.0,960,Religious NonTax,False,Harvard Square Area
90-102,87 Norfolk St,SNGL-FAM-RES,2790.0,42.36635686156926,-71.10069207715773,,,,,,,4.0,101,,False,Central Square Area
132-153,10 Dewolfe St,Private College Res Units,7876.0,42.37065628852717,-71.1160463609297,,,,,,,7.0,9421,Educ NonTax,False,Harvard Square Area
121-110,662 Green St,THREE-FM-RES,3760.0,42.36899962797631,-71.11310945740168,,,,,,,7.0,105,,False,Harvard Square Area
87-99,223 Norfolk St,SNGL-FAM-RES,2869.0,42.36971341094931,-71.0985121502212,,,,,,,4.0,101,,False,Harvard Square Area
104-63,57-59 Magazine St,>8-UNIT-APT,9808.0,42.36222044500153,-71.10800073629467,,,,,,,5.0,112,,True,Central Square Area
217-18,99 Brattle St,Private College,191486.0,42.37681604991062,-71.12497999290595,,,,,,,10.0,942,Educ NonTax,False,Porter Square Area
149-89,89 Museum St,TWO-FAM-RES,3313.0,42.3814728838764,-71.11238968259178,,,,,,,8.0,104,,False,Porter Square Area
123-53,78 Howard St,4-8-UNIT-APT,3600.0,42.36628070460954,-71.11067765141682,,,,,,,7.0,111,,False,Central Square Area
77-35,6 Union St,SNGL-FAM-RES,2875.0,42.36860894387052,-71.0956792905565,,,,,,,4.0,101,,False,Harvard Square Area
119-75,449-453 Franklin St,4-8-UNIT-APT,3636.0,42.36727531103395,-71.1094092888753,,,,,,,7.0,111,,True,Harvard Square Area
124-18,22-24 Soden St,THREE-FM-RES,2500.0,42.36606430240553,-71.1085299379221,,,,,,,7.0,105,,True,Central Square Area
172-71,25 Follen St,Other Educ & Research Org,15160.0,42.37908125106458,-71.12135808364484,,,,,,,9.0,943,Other NonTax,False,Porter Square Area
167-98,70 Brattle St,Private College,812.0,42.374881039837376,-71.12360894719077,,,,,,,10.0,942,Educ NonTax,False,Harvard Square Area
104-139,98 Pleasant St,THREE-FM-RES,2487.0,42.36173799041733,-71.11064655774778,,,,,,,5.0,105,,True,Central Square Area
106-11,101 Pearl St,TWO-FAM-RES,2772.0,42.362404834978115,-71.10530255134056,,,,,,,5.0,104,,True,Central Square Area
87-70,14 Tremont St,TWO-FAM-RES,4798.0,42.369642253669525,-71.09911810458898,,,,,,,4.0,104,,False,Harvard Square Area
118-4,8 Clinton St,TWO-FAM-RES,6000.0,42.367994309828,-71.10614627105593,,,,,,,6.0,104,,True,Harvard Square Area
150-102,40 Eustis St,SNGL-FAM-RES,4856.0,42.38334526948342,-71.1145622790029,,,,,,,8.0,101,,False,Porter Square Area
156-73,14R Sacramento St,THREE-FM-RES,2747.0,42.38220256356984,-71.11824145303999,,,,,,,8.0,105,,False,Porter Square Area
141-78,84 Kirkland St,SNGL-FAM-RES,5560.0,42.3776116561594,-71.10828054708696,,,,,,,6.0,101,,False,Porter Square Area
168-16,115 Mt Auburn St,MXD >8-UNIT-APT,4290.0,42.37323518710585,-71.12210203980582,,,,,,,10.0,112,,False,Harvard Square Area
140-110,5 Adams Ter,THREE-FM-RES,4756.0,42.375801864282025,-71.10905368798609,,,,,,,6.0,105,,True,Porter Square Area
125-68,168 River St,TWO-FAM-RES,4603.0,42.36329230125366,-71.1097847655479,,,,,,,5.0,104,,False,Central Square Area
132-66,22 Banks St,TWO-FAM-RES,2310.0,42.36991670235856,-71.11432515494083,,,,,,,7.0,104,,False,Harvard Square Area
157-6,18 Mellen St,4-8-UNIT-APT,7080.0,42.38061612429018,-71.11820066935981,,,,,,,8.0,111,,False,Porter Square Area
174-26,1692 Massachusetts Ave,GEN-OFFICE,6397.0,42.382871554410755,-71.11999731983504,,,,,,,9.0,340,,False,Porter Square Area
111-28,1427 Cambridge St,>8-UNIT-APT,7327.0,42.374028530662244,-71.1018542221228,,,,,,,6.0,112,,False,Harvard Square Area
175-86,35 Bowdoin St,SNGL-FAM-RES,12506.0,42.383480369692236,-71.12168463884825,,,,,,,9.0,101,,False,Porter Square Area
125-100,51 Kelly Rd,SNGL-FAM-RES,2681.0,42.36304719090568,-71.10990486925654,,,,,,,5.0,101,,False,Central Square Area
109-4,4 King Pl,THREE-FM-RES,861.0,42.37084091537251,-71.10158768170781,,,,,,,6.0,105,,True,Harvard Square Area
165-24,980 Memorial Dr,Religious,34690.0,42.37216766274252,-71.12468760440923,,,,,,,10.0,960,Religious NonTax,False,Harvard Square Area
119-76,455 Franklin St,SNGL-FAM-RES,3571.0,42.36725812987804,-71.10960347148547,,,,,,,7.0,101,,False,Harvard Square Area
93-67,183 Franklin St,4-8-UNIT-APT,8709.0,42.363428055635836,-71.10283736051286,,,,,,,5.0,111,,False,Central Square Area
170-27,12 Mason St,4-8-UNIT-APT,5400.0,42.375999363833714,-71.12362633329813,,,,,,,10.0,111,,False,Porter Square Area
142-103,83 Trowbridge St,THREE-FM-RES,4883.0,42.3755275919645,-71.1101485937282,,,,,,,6.0,105,,False,Porter Square Area
134-54,15 Ellery St,>8-UNIT-APT,11250.0,42.370561915790475,-71.11155998433209,,,,,,,6.0,112,,True,Harvard Square Area
77-31,31 Market St,4-8-UNIT-APT,6234.0,42.36826295924795,-71.09556489991525,,,,,,,4.0,111,,True,Harvard Square Area
90-90,4 Percy Pl,SNGL-FAM-RES,2989.0,42.36695615384991,-71.10088532816654,,,,,,,4.0,101,,False,Central Square Area
174-32,1678 Massachusetts Ave,MULTIUSE-COM,2562.0,42.38237856405532,-71.12010315886837,,,,,,,9.0,31,,False,Porter Square Area
134-27,11 Ellery St,>8-UNIT-APT,9000.0,42.370360646154325,-71.11168810348293,,,,,,,6.0,112,,False,Harvard Square Area
134-38,14 Trowbridge St,THREE-FM-RES,4684.0,42.37061449400988,-71.11215845149499,,,,,,,6.0,105,,False,Harvard Square Area
74-25,97 Windsor St,Government Operations,10018.0,42.36411497956473,-71.09682757292958,,,,,,,4.0,930,City NonTax,False,Central Square Area
212-47,40 Avon St,TWO-FAM-RES,7280.0,42.38288006327078,-71.12288447695467,,,,,,,9.0,104,,True,Porter Square Area
124-34,46 Kinnaird St,THREE-FM-RES,3972.0,42.366194150521686,-71.1090035299096,,,,,,,7.0,105,,False,Central Square Area
106-2,32 Magazine St,4-8-UNIT-APT,7920.0,42.36328022092033,-71.10615937799419,,,,,,,5.0,111,,False,Central Square Area
151-103,9 Eustis St,4-8-UNIT-APT,5284.0,42.38383053545182,-71.11545840930386,,,,,,,8.0,111,,False,Porter Square Area
152-18,49 Roseland St,4-8-UNIT-APT,7004.0,42.3868456140702,-71.11715915353552,,,,,,,8.0,111,,False,Porter Square Area
142-131,1663 Cambridge St,THREE-FM-RES,3809.0,42.3752634409503,-71.11051429339699,,,,,,,6.0,105,,True,Porter Square Area
86-78,71 Elm St,4-8-UNIT-APT,5146.0,42.36889917645948,-71.09809042550039,,,,,,,4.0,111,,False,Harvard Square Area
89-57,204-206 Harvard St,THREE-FM-RES,5400.0,42.366929556400564,-71.09838433747471,,,,,,,4.0,105,,False,Central Square Area
135-118,420 Broadway,Government Operations,5000.0,42.372518814130395,-71.10962479840754,,,,,,,6.0,930,Other NonTax,False,Harvard Square Area
108-61,366 Broadway,THREE-FM-RES,3133.0,42.370510336869565,-71.10459105195399,,,,,,,6.0,105,,False,Harvard Square Area
77-6,13 Union St,SNGL-FAM-RES,2500.0,42.36917431468547,-71.09581893650191,,,,,,,4.0,101,,False,Harvard Square Area
117-76,21 Lee St,4-8-UNIT-APT,11953.0,42.36892643810176,-71.10713137945496,,,,,,,6.0,111,,True,Harvard Square Area
153-86,137 Oxford St,4-8-UNIT-APT,11449.0,42.385761379147425,-71.11644240971738,,,,,,,8.0,111,,False,Porter Square Area
103-17,211 Erie St,TWO-FAM-RES,2537.0,42.36066971088336,-71.1082198872614,,,,,,,5.0,104,,False,Central Square Area
112-137,12 Ellsworth Ave,TWO-FAM-RES,11613.0,42.37279657607165,-71.10696024634245,,,,,,,6.0,104,,True,Harvard Square Area
125-74,57 Pleasant St,TWO-FAM-RES,3462.0,42.36343407823227,-71.10911840151591,,,,,,,5.0,104,,False,Central Square Area
146A-127,69 Kirkland St,TWO-FAM-RES,5424.0,42.37786584745275,-71.10925923140982,,,,,,,8.0,104,,True,Porter Square Area
200-37,61 Creighton St,TWO-FAM-RES,3835.0,42.389451291675975,-71.12375279477085,,,,,,,11.0,104,,True,Porter Square Area
101-106,55 Prince St,4-8-UNIT-APT,5085.0,42.36110833101756,-71.11073769785736,,,,,,,5.0,111,,True,Central Square Area
105-32,35 William St,THREE-FM-RES,6336.0,42.36399872111855,-71.10650974174823,,,,,,,5.0,105,,True,Central Square Area
84-40,294 Prospect St,4-8-UNIT-APT,2632.0,42.37244013897596,-71.09856529339328,,,,,,,3.0,111,,False,Harvard Square Area
131-60,49-51 Putnam Ave,THREE-FM-RES,2244.0,42.36854415353239,-71.11372879488125,,,,,,,7.0,105,,False,Harvard Square Area
157-62,33 Everett St,Private College,14352.0,42.38010792530243,-71.11685722587174,,,,,,,8.0,942,Educ NonTax,False,Porter Square Area
90-169,617 Massachusetts Ave,RETAIL-OFFIC,25569.0,42.36564652528508,-71.10293795716362,,,,,,,4.0,345,,False,Central Square Area
113-68,11 Fayette St,THREE-FM-RES,7575.0,42.371634580326116,-71.10437162536981,,,,,,,6.0,105,,False,Harvard Square Area
119-33,18 Sellers St,Charitable Services,6096.0,42.36660941435174,-71.10697446409412,,,,,,,7.0,957,Other NonTax,False,Central Square Area
200-63,53 Regent St,TWO-FAM-RES,3300.0,42.389566305301784,-71.1226629106362,,,,,,,11.0,104,,False,Porter Square Area
112-102,23 Maple Ave,TWO-FAM-RES,10465.0,42.372718430956965,-71.10486220028308,,,,,,,6.0,104,,False,Harvard Square Area
154-105,11 Garfield St,SNGL-FAM-RES,3320.0,42.384021716410956,-71.11873524549674,,,,,,,8.0,101,,False,Porter Square Area
151-60,35 Eustis St,THREE-FM-RES,1963.0,42.38360622195933,-71.11444742020164,,,,,,,8.0,105,,False,Porter Square Area
123-27,59-65 Jay St,4-8-UNIT-APT,6580.0,42.36636414697281,-71.11041006393621,,,,,,,7.0,111,,True,Central Square Area
79-5,178 Elm St,4-8-UNIT-APT,4000.0,42.37100198584273,-71.09620981871133,,,,,,,3.0,111,,True,Harvard Square Area
121-113,1000 Massachusetts Ave,Private College,39511.0,42.368737728087396,-71.11083322580915,,,,,,,7.0,942,Educ NonTax,False,Harvard Square Area
146A-109,57 Kirkland St,TWO-FAM-RES,3560.0,42.37758362240987,-71.11029044566621,,,,,,,8.0,104,,False,Porter Square Area
84-33,15 Carlisle St,TWO-FAM-RES,3200.0,42.372582705956006,-71.0981011954367,,,,,,,3.0,104,,False,Harvard Square Area
104-56,16 Upton St,SNGL-FAM-RES,1640.0,42.362682692369596,-71.10860033146325,,,,,,,5.0,101,,False,Central Square Area
116-92,85 Hancock St,>8-UNIT-APT,9190.0,42.36890850800621,-71.1085019635566,,,,,,,6.0,112,,False,Harvard Square Area
141-44,31 Line St,TWO-FAM-RES,1722.0,42.37718281010253,-71.1065108716194,,,,,,,6.0,104,,False,Porter Square Area
76-130,8 Boardman St,>8-UNIT-APT,14896.0,42.3671956827341,-71.09697404924367,,,,,,,4.0,112,,False,Harvard Square Area
111-2,19 Leonard Ave,THREE-FM-RES,3444.0,42.37592940202709,-71.10529393238029,,,,,,,6.0,105,,False,Porter Square Area
141-46,35 Line St,TWO-FAM-RES,2408.0,42.37704308623195,-71.10633406625165,,,,,,,6.0,104,,True,Porter Square Area
115-26,3 Hancock Pk,TWO-FAM-RES,3395.0,42.370406343685474,-71.10596149291943,,,,,,,6.0,104,,True,Harvard Square Area
139-33,409 Broadway,SNGL-FAM-RES,1470.0,42.372603848675915,-71.1086988250796,,,,,,,6.0,101,,False,Harvard Square Area
83-82,19 Oakland St,TWO-FAM-RES,1601.0,42.37420633819676,-71.09912660715516,,,,,,,3.0,104,,False,Harvard Square Area
156-24,1663 Massachusetts Ave,Higher Ed and Comm Mixed,12951.0,42.38188745558332,-71.11929270220531,,,,,,,8.0,942,Educ NonTax,False,Porter Square Area
127-69,121 Pleasant St,TWO-FAM-RES,3259.0,42.3610743059484,-71.1120545796214,,,,,,,5.0,104,,False,Central Square Area
77-32,33 Market St,SNGL-FAM-RES,4356.0,42.368311072184774,-71.09570356131037,,,,,,,4.0,101,,False,Harvard Square Area
141-54,18 Myrtle Ave,SNGL-FAM-RES,2408.0,42.37723601788981,-71.10679885025947,,,,,,,6.0,101,,False,Porter Square Area
142-80,28 Irving Ter,BOARDING-HSE,8607.0,42.37575497305716,-71.11223299822437,,,,,,,6.0,121,Religious NonTax,False,Porter Square Area
169-15,10-12 Farwell Pl,TWO-FAM-RES,5199.0,42.37470952670661,-71.12103887324378,,,,,,,10.0,104,,True,Harvard Square Area
92-117,408 Massachusetts Ave,Charitable Services,27000.0,42.36309499166503,-71.10058333602541,,,,,,,5.0,957,Religious NonTax,False,Central Square Area
74-116,241 Washington St,THREE-FM-RES,2169.0,42.36500461374643,-71.09637815781764,,,,,,,4.0,105,,False,Central Square Area
74-7,87 Windsor St,MXD THREE-FM-RES,4475.0,42.36363246993783,-71.0969224257972,,,,,,,4.0,105,,False,Central Square Area
167-58,141 Mt Auburn St,SINGLE FAM W/AU,4952.0,42.37411987864116,-71.12445368582428,,,,,,,10.0,1014,,False,Harvard Square Area
93-100,180 Franklin St,4-8-UNIT-APT,8715.0,42.362919604707656,-71.10299716414944,,,,,,,5.0,111,,True,Central Square Area
93-16,126 Auburn St,TWO-FAM-RES,1986.0,42.36276689695034,-71.10389403178601,,,,,,,5.0,104,,True,Central Square Area
118-83,19 Bigelow St,TWO-FAM-RES,5148.0,42.3683107837886,-71.1053549494908,,,,,,,6.0,104,,False,Harvard Square Area
109-45,183-185 Prospect St,THREE-FM-RES,4900.0,42.36997737273581,-71.10094816239236,,,,,,,6.0,105,,True,Harvard Square Area
109-36,14 St Mary Rd,TWO-FAM-RES,2812.0,42.370767472827175,-71.1007736097359,,,,,,,6.0,104,,True,Harvard Square Area
168-48,22 Hilliard St,GEN-OFFICE,5198.0,42.373890729598294,-71.12373399870197,,,,,,,10.0,340,,False,Harvard Square Area
156-49,19 Mellen St,TWO-FAM-RES,2846.0,42.38107289526154,-71.1181419715968,,,,,,,8.0,104,,False,Porter Square Area
118-65,11 Inman St,Charitable Services,7592.0,42.367356006881856,-71.10509766892596,,,,,,,6.0,957,Other NonTax,False,Harvard Square Area
106-13,9 Cottage St,4-8-UNIT-APT,3420.0,42.36261086672087,-71.10551495660765,,,,,,,5.0,111,,False,Central Square Area
155-48,31A Sacramento St,THREE-FM-RES,4260.0,42.38296946919971,-71.1166785182902,,,,,,,8.0,105,,True,Porter Square Area
150-84,60 Gorham St,SNGL-FAM-RES,2928.0,42.38204029053916,-71.11489764941862,,,,,,,8.0,101,,False,Porter Square Area
134-56,1105 Massachusetts Ave,MULTIUSE-RES,31016.0,42.370704974068744,-71.11316771794078,,,,,,,6.0,13,,True,Harvard Square Area
129-34,315 River St,TWO-FAM-RES,2553.0,42.36231807884609,-71.11377685604003,,,,,,,7.0,104,,False,Central Square Area
149-93,39 Hammond St,THREE-FM-RES,8020.0,42.38087520663959,-71.11472485877205,,,,,,,8.0,105,,True,Porter Square Area
129-32,273 Putnam Ave,MULTIUSE-RES,4665.0,42.362539573449894,-71.11386361798455,,,,,,,7.0,13,,False,Central Square Area
87-71,16 Tremont St,4-8-UNIT-APT,7213.0,42.3697556591824,-71.09900275145287,,,,,,,4.0,111,,False,Harvard Square Area
201-91,30 Cambridge Ter,THREE-FM-RES,3346.0,42.387859972577665,-71.12344180025114,,,,,,,9.0,105,,False,Porter Square Area
162-10,48 Dunster St,Private College,4255.0,42.3720436782986,-71.11926284542312,,,,,,,7.0,942,,False,Harvard Square Area
122-100,54 Hayes St,MULT-RES-1FAM,5250.0,42.366403434945504,-71.1114318389951,,,,,,,7.0,1091,,False,Central Square Area
69-159,350 Massachusetts Ave,INV-OFFICE,24684.0,42.36240273512264,-71.09963062045425,,,,,,,5.0,346,,False,Central Square Area
90-13,76 Prospect St,RETAIL-OFFIC,8250.0,42.36682193570246,-71.10241674532915,,,,,,,4.0,345,,False,Central Square Area
107-139,5 Temple St,AFFORDABLE APT,16539.0,42.36661478204313,-71.10451831496229,,,,,,,7.0,114,,False,Central Square Area
88-72,147 Norfolk St,SNGL-FAM-RES,4999.0,42.36779672921205,-71.09967432631488,,,,,,,4.0,101,,False,Harvard Square Area
124-91,8-12 Soden St,>8-UNIT-APT,26240.0,42.36547029615789,-71.10866619277836,,,,,,,7.0,112,,False,Central Square Area
121-112,586 Green St,MULTIUSE-RES,2870.0,42.36828655812498,-71.11101089578204,,,,,,,7.0,13,,False,Harvard Square Area
181-23,15 Blake St,SNGL-FAM-RES,4250.0,42.39142718659062,-71.12185499756372,,,,,,,11.0,101,,False,Porter Square Area
92-57,380 Massachusetts Ave,Government Operations,10000.0,42.36294088112463,-71.10015509295548,,,,,,,5.0,930,City NonTax,False,Central Square Area
149-104,4 Carver St,TWO-FAM-RES,2588.0,42.38173091791751,-71.11216139234642,,,,,,,8.0,104,,False,Porter Square Area
91-29,58-64 Norfolk St,4-8-UNIT-APT,8388.0,42.36553958790093,-71.10069183597103,,,,,,,4.0,111,,False,Central Square Area
86-96,110 Elm St,THREE-FM-RES,5725.0,42.369454611810255,-71.09715549847617,,,,,,,4.0,105,,False,Harvard Square Area
79-30,306 Columbia St,SNGL-FAM-RES,4232.0,42.37049765921234,-71.09554951095025,,,,,,,3.0,101,,False,Harvard Square Area
106-129,91-95 Pearl St,MULTIPLE-RES,12277.0,42.362583472340276,-71.10523116120183,,,,,,,5.0,109,,True,Central Square Area
118-20,23 Bigelow St,THREE-FM-RES,2000.0,42.36843509913517,-71.10518610077675,,,,,,,6.0,105,,False,Harvard Square Area
83-32,16 Oakland St,THREE-FM-RES,2368.0,42.37403682780533,-71.09883282265493,,,,,,,3.0,105,,False,Harvard Square Area
109-86,8 Amory St,THREE-FM-RES,4379.0,42.369909160019475,-71.10155928532933,,,,,,,6.0,105,,True,Harvard Square Area
135-116,3 Cleveland St,SNGL-FAM-RES,2069.0,42.37196316412837,-71.1099853067356,,,,,,,6.0,101,,False,Harvard Square Area
126-175,6-8 Gilmore St,THREE-FM-RES,1934.0,42.36439338392383,-71.11127602261293,,,,,,,7.0,105,,False,Central Square Area
179-57,134 Elm St N,TWO-FAM-RES,2800.0,42.390623815255566,-71.11832138181997,,,,,,,11.0,104,,False,Porter Square Area
115-104,4 Hancock Pk,TWO-FAM-RES,4861.0,42.37060718292776,-71.10581764053025,,,,,,,6.0,104,,False,Harvard Square Area
173-18,55 Langdon St,>8-UNIT-APT,6695.0,42.38050880652349,-71.12206997862566,,,,,,,9.0,112,,False,Porter Square Area
105-68,744 Massachusetts Ave,RETAIL-STORE,11449.0,42.36605195422651,-71.10545147632855,,,,,,,7.0,325,,False,Central Square Area
116-81,1-3 Dana St,>8-UNIT-APT,14101.0,42.36972251419533,-71.11071022146879,,,,,,,6.0,112,,True,Harvard Square Area
101-38,17 Kenwood St,TWO-FAM-RES,4335.0,42.36026168031966,-71.11145967857544,,,,,,,5.0,104,,False,Central Square Area
114-129,79-81 Antrim St,THREE-FM-RES,6376.0,42.37224153542972,-71.10261993008352,,,,,,,6.0,105,,True,Harvard Square Area
123-32,35-41 Jay St,4-8-UNIT-APT,7428.0,42.365639619397854,-71.11026986073317,,,,,,,7.0,111,,True,Central Square Area
133-55,3-5 Bow St,MXD SNGL-FAM-RES,4500.0,42.37201534944246,-71.11595864214205,,,,,,,7.0,101,,True,Harvard Square Area
82-1,384 Prospect St,4-8-UNIT-APT,6000.0,42.37433887086201,-71.09704008242451,,,,,,,3.0,111,,True,Harvard Square Area
105-123,282 Franklin St,GEN-OFFICE,3233.0,42.36455680381559,-71.10569224629005,,,,,,,5.0,340,Other NonTax,False,Central Square Area
116-68,991 Massachusetts Ave,MXD >8-UNIT-APT,5000.0,42.36945197074057,-71.11091957314761,,,,,,,6.0,112,,False,Harvard Square Area
169-14,51 Brattle St,Private College,14951.0,42.374526312056005,-71.12133976505919,,,,,,,10.0,942,Educ NonTax,False,Harvard Square Area
117-52,9 Clinton St,4-8-UNIT-APT,6239.0,42.368322086152794,-71.10642876009382,,,,,,,6.0,111,,False,Harvard Square Area
127-138,6 Laurel St,TWO-FAM-RES,3166.0,42.36251409673228,-71.1104387200922,,,,,,,5.0,104,,False,Central Square Area
217-4,6 Berkeley St,SNGL-FAM-RES,16540.0,42.3776634458923,-71.12476807791622,,,,,,,10.0,101,,False,Porter Square Area
169-86,47 Brattle St,RETAIL-STORE,5591.0,42.374100915035726,-71.12142412877105,,,,,,,10.0,325,,False,Harvard Square Area
149-107,3 Hammond St,THREE-FM-RES,3281.0,42.38098243423021,-71.11590822717463,,,,,,,8.0,105,,False,Porter Square Area
130-135,226-228 Banks St,4-8-UNIT-APT,6231.0,42.365412006017216,-71.11460390461798,,,,,,,7.0,111,,True,Central Square Area
177-43,45 Mt Vernon St,SNGL-FAM-RES,8256.0,42.38731949864385,-71.12115459209647,,,,,,,9.0,101,,False,Porter Square Area
94-42,132 Pearl St,THREE-FM-RES,2300.0,42.36150686841772,-71.10587264632564,,,,,,,5.0,105,,False,Central Square Area
160-83,20 Holyoke St,RETAIL-STORE,1016.0,42.372283968925785,-71.11820074982684,,,,,,,7.0,325,,False,Harvard Square Area
121-34,539 Franklin St,TWO-FAM-RES,2436.0,42.3681566459826,-71.1115252675022,,,,,,,7.0,104,,True,Harvard Square Area
79-139,2 Union Ter,THREE-FM-RES,2479.0,42.36998439585735,-71.09545484191642,,,,,,,3.0,105,,True,Harvard Square Area
104-88,44 Pleasant St,4-8-UNIT-APT,3500.0,42.36380997466529,-71.10820147377318,,,,,,,5.0,111,,False,Central Square Area
181-207,1989 Massachusetts Ave,MXD >8-UNIT-APT,50485.0,42.39078159353434,-71.12100567464431,,,,,,,11.0,112,,True,Porter Square Area
109-44,191 Prospect St,>8-UNIT-APT,20823.0,42.37028700769672,-71.10081293932687,,,,,,,6.0,112,,False,Harvard Square Area
109-54,30 Amory St,SNGL-FAM-RES,3500.0,42.370236065307694,-71.10132908520272,,,,,,,6.0,101,,False,Harvard Square Area
178-25,47 Porter Rd,THREE-FM-RES,2332.0,42.38928607301353,-71.12115331568442,,,,,,,11.0,105,,False,Porter Square Area
172-24,6 Follen St,SNGL-FAM-RES,12196.0,42.37819458078475,-71.12255035174245,,,,,,,9.0,101,,False,Porter Square Area
116-30,129 Hancock St,SNGL-FAM-RES,5507.0,42.36975698745148,-71.10747721534949,,,,,,,6.0,101,,False,Harvard Square Area
103-63,6 Cottage St,SNGL-FAM-RES,1362.0,42.36226881837638,-71.10565472065801,,,,,,,5.0,101,,False,Central Square Area
212-35,103 Walker St,Private College,9167.0,42.38167215439896,-71.12315624243563,,,,,,,9.0,942,Educ NonTax,False,Porter Square Area
125-77,63 Pleasant St,TWO-FAM-RES,3151.0,42.36314482104457,-71.10956993958429,,,,,,,5.0,104,,False,Central Square Area
93-50,42 Pearl St,THREE-FM-RES,1493.0,42.36371287708692,-71.10331914428087,,,,,,,5.0,105,,False,Central Square Area
201-110,14 Buena Vista Pk,SNGL-FAM-RES,4050.0,42.38791158238946,-71.12415660967947,,,,,,,9.0,101,,False,Porter Square Area
83-31,18 Oakland St,THREE-FM-RES,2369.0,42.37413152699709,-71.09878369466617,,,,,,,3.0,105,,False,Harvard Square Area
146A-118,14 Scott St,SNGL-FAM-RES,7565.0,42.3791492360947,-71.10968646413869,,,,,,,8.0,101,,False,Porter Square Area
106-52,149 Auburn St,SNGL-FAM-RES,2170.0,42.363440431461726,-71.10442417796489,,,,,,,5.0,101,,False,Central Square Area
155-42,1685 Massachusetts Ave,RETAIL-STORE,5786.0,42.382822778534056,-71.11935575953025,,,,,,,8.0,325,,False,Porter Square Area
130-92,89 Putnam Ave,TWO-FAM-RES,4010.0,42.367266440462586,-71.11372540029868,,,,,,,7.0,104,,False,Harvard Square Area
104-85,5 Pleasant Pl,TWO-FAM-RES,3900.0,42.36350376561554,-71.10805913002628,,,,,,,5.0,104,,False,Central Square Area
175-80,32 Bowdoin St,SNGL-FAM-RES,5295.0,42.38358397791406,-71.12109152552158,,,,,,,9.0,101,,False,Porter Square Area
124-59,3 Soden St,SNGL-FAM-RES,2500.0,42.365279381997446,-71.10798622826124,,,,,,,7.0,101,,False,Central Square Area
118-69,12 Bigelow St,SNGL-FAM-RES,2945.0,42.3678321425384,-71.10514071136716,,,,,,,6.0,101,,False,Harvard Square Area
154-130,123 Oxford St,>8-UNIT-APT,6747.0,42.38455198782189,-71.11631206623414,,,,,,,8.0,112,,False,Porter Square Area
103-56,12 Cottage St,THREE-FM-RES,6000.0,42.36241622650325,-71.1061027097331,,,,,,,5.0,105,,False,Central Square Area
