PROPERTY_ID,ADDRESS,PROPERTY_TYPE,LOT_SIZE,LATITUDE,LONGITUDE,TOTAL_VALUE,LAND_VALUE,BUILDING_VALUE,GROSS_AREA,YEAR_BUILT,BUILDING_AGE,NEIGHBORHOOD,USE_CODE,TAX_STATUS,CONDO_FLAG,CORRIDOR_SEGMENT
139-195,78 Ellery St,TWO-FAM-RES,5509.0,42.37315102727663,-71.10897730045933,,,,,,,6.0,104,,False,Harvard Square Area
146-15,110 Irving St,TWO-FAM-RES,9189.0,42.37901942523201,-71.1108152132668,,,,,,,8.0,104,,False,Porter Square Area
111-47,1439 Cambridge St,THREE-FM-RES,4441.0,42.374208730333535,-71.10243651342013,,,,,,,6.0,105,,False,Harvard Square Area
211-1,30 Hillside Ave,TWO-FAM-RES,10350.0,42.384995651748106,-71.1242396704644,,,,,,,9.0,104,,True,Porter Square Area
126-38,296-302 Western Ave,4-8-UNIT-APT,3532.0,42.36439527728357,-71.1127359689581,,,,,,,7.0,111,,False,Central Square Area
165-55,14 University Rd,RETAIL-OFFIC,126310.0,42.37235820534313,-71.12349582950652,,,,,,,10.0,345,,False,Harvard Square Area
172-60,29 Garden St,Private College Res Units,27816.0,42.378920876851545,-71.12346860773994,,,,,,,9.0,9421,Educ NonTax,False,Porter Square Area
130-99,139-141 Putnam Ave,THREE-FM-RES,1250.0,42.36597694353899,-71.11369971398378,,,,,,,7.0,105,,False,Central Square Area
109-20,19 Amory St,SNGL-FAM-RES,3236.0,42.37018548327982,-71.10188550949927,,,,,,,6.0,101,,False,Harvard Square Area
127-42,10-16 Fairmont Ave,THREE-FM-RES,3685.0,42.361957432036384,-71.11200319494041,,,,,,,5.0,105,,True,Central Square Area
