Budget,Strategy,property_count,total_investment,remaining_budget,budget_utilization,weighted_avg_roi,avg_risk_score,segment_diversification,type_diversification
2000000,Conservative,5,428730.0,1571270.0,21.4365,13.653903740539914,0.47777777777777775,2,2
2000000,Balanced,5,429690.0,1570310.0,21.4845,14.02896905856391,0.47777777777777775,2,2
2000000,Aggressive,5,737961.0,1262039.0,36.89805,16.15780766446584,0.47777777777777775,3,2
5000000,Conservative,5,4826880.0,173120.0,96.5376,10.744894450759421,0.4333333333333334,3,2
5000000,Balanced,5,4827735.0,172265.0,96.55470000000001,10.775366999490826,0.4333333333333334,3,2
5000000,Aggressive,5,737961.0,4262039.0,14.759220000000001,16.15780766446584,0.47777777777777775,3,2
10000000,Conservative,5,8109414.0,1890586.0,81.09414000000001,9.49299248878826,0.45555555555555555,3,2
10000000,Balanced,5,4827735.0,5172265.0,48.277350000000006,10.775366999490826,0.4333333333333334,3,2
10000000,Aggressive,5,8041815.0,1958185.0,80.41815,13.301744345730453,0.47777777777777775,3,2
